,hcp,specialty,region,brand,email_type,content_id,no. openings,no. clicks,time_sent,time_last_opened,time_last_clicked
9064,16262,Internal medicine,region_54,brand_2,product_related,a3D6f0000019fLWEAY,1,0,2020-07-02 09:33:00,2020-07-02 09:46:00,
9065,16262,Internal medicine,region_54,brand_2,general,a3D6f0000019gcSEAQ,0,0,2020-07-16 12:38:00,,
9067,16781,Internal medicine,region_54,brand_2,product_related,a3D6f0000019fLWEAY,3,1,2020-07-02 09:33:00,2020-07-06 07:26:00,2020-07-02 17:37:00
9068,16781,Internal medicine,region_54,brand_2,general,a3D6f0000019gcSEAQ,1,0,2020-07-16 12:38:00,2020-07-16 13:14:00,
9070,16837,Internal medicine,region_54,brand_2,product_related,a3D6f0000019fLWEAY,1,0,2020-07-02 09:33:00,2020-07-02 09:55:00,
9071,16837,Internal medicine,region_54,brand_2,general,a3D6f0000019gcSEAQ,2,0,2020-07-16 12:38:00,2020-07-16 22:20:00,
9073,17680,General practicioner,region_54,brand_2,product_related,a3D6f0000019fLWEAY,1,0,2020-07-02 09:32:00,2020-07-02 13:41:00,
9074,17680,General practicioner,region_54,brand_2,general,a3D6f0000019gcSEAQ,1,0,2020-07-16 12:38:00,2020-07-16 21:42:00,
9076,17687,General practicioner,region_54,brand_2,product_related,a3D6f0000019fLWEAY,3,0,2020-07-02 09:46:00,2020-07-02 13:44:00,
9078,17782,Internal medicine,region_54,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 09:33:00,,
9080,18137,General practicioner,region_54,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 09:46:00,,
9081,18137,General practicioner,region_54,brand_2,general,a3D6f0000019gcSEAQ,0,0,2020-07-16 12:49:00,,
9083,18164,General practicioner,region_54,brand_2,product_related,a3D6f0000019fLWEAY,1,0,2020-07-02 09:46:00,2020-07-02 16:17:00,
9085,18606,Internal medicine,region_54,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 09:46:00,,
9086,18606,Internal medicine,region_54,brand_2,general,a3D6f0000019gcSEAQ,0,0,2020-07-16 12:49:00,,
9088,18960,Internal medicine,region_54,brand_2,product_related,a3D6f0000019fLWEAY,2,0,2020-07-02 09:32:00,2020-07-09 21:52:00,
9089,18960,Internal medicine,region_54,brand_2,general,a3D6f0000019gcSEAQ,4,0,2020-07-16 12:38:00,2020-07-17 15:59:00,
9092,20864,General practicioner,region_54,brand_2,product_related,a3D6f0000019fLWEAY,2,0,2020-07-02 09:33:00,2020-07-06 08:52:00,
9093,20864,General practicioner,region_54,brand_2,general,a3D6f0000019gcSEAQ,2,1,2020-07-16 12:38:00,2020-07-16 12:59:00,2020-07-16 12:59:00
9095,21383,General practicioner,region_54,brand_2,product_related,a3D6f0000019fLWEAY,1,0,2020-07-02 09:32:00,2020-07-02 16:27:00,
9096,21383,General practicioner,region_54,brand_2,general,a3D6f0000019gcSEAQ,2,0,2020-07-16 12:38:00,2020-07-16 18:51:00,
9097,21751,Internal medicine,region_54,brand_2,product_related,a3D6f0000019fLWEAY,2,0,2020-07-02 09:32:00,2021-03-22 21:17:00,
9098,21751,Internal medicine,region_54,brand_2,general,a3D6f0000019gcSEAQ,3,0,2020-07-16 12:38:00,2021-03-22 21:17:00,
9100,22802,General practicioner,region_54,brand_2,product_related,a3D6f0000019fLWEAY,1,0,2020-07-02 09:56:00,2020-07-03 14:58:00,
9101,22802,General practicioner,region_54,brand_2,general,a3D6f0000019gcSEAQ,2,0,2020-07-16 12:49:00,2020-07-16 19:59:00,
9103,22830,General practicioner,region_54,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 09:33:00,,
9104,22830,General practicioner,region_54,brand_2,general,a3D6f0000019gcSEAQ,0,0,2020-07-16 12:38:00,,
9106,23195,Internal medicine,region_54,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 09:46:00,,
9107,23195,Internal medicine,region_54,brand_2,general,a3D6f0000019gcSEAQ,1,1,2020-07-16 12:49:00,2020-07-19 17:45:00,2020-07-19 17:45:00
9110,23255,General practicioner,region_54,brand_2,product_related,a3D6f0000019fLWEAY,1,0,2020-07-02 09:32:00,2020-07-18 09:39:00,
9111,23255,General practicioner,region_54,brand_2,general,a3D6f0000019gcSEAQ,0,0,2020-07-16 12:38:00,,
9113,24561,General practicioner,region_54,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 09:56:00,,
9114,24561,General practicioner,region_54,brand_2,general,a3D6f0000019gcSEAQ,0,0,2020-07-16 12:49:00,,
9116,24680,Internal medicine,region_54,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 09:33:00,,
9126,26531,Internal medicine,region_54,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 09:32:00,,
9127,26531,Internal medicine,region_54,brand_2,general,a3D6f0000019gcSEAQ,0,0,2020-07-16 12:38:00,,
9129,26867,General practicioner,region_54,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 09:33:00,,
9130,26867,General practicioner,region_54,brand_2,general,a3D6f0000019gcSEAQ,0,0,2020-07-16 12:38:00,,
9132,27473,General practicioner,region_54,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 09:32:00,,
9133,27473,General practicioner,region_54,brand_2,general,a3D6f0000019gcSEAQ,0,0,2020-07-16 12:38:00,,
9135,28125,General practicioner,region_54,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 09:46:00,,
9136,28125,General practicioner,region_54,brand_2,general,a3D6f0000019gcSEAQ,0,0,2020-07-16 12:49:00,,
9138,28685,Internal medicine,region_54,brand_2,product_related,a3D6f0000019fLWEAY,1,0,2020-07-02 09:45:00,2020-07-02 11:49:00,
9140,28832,Internal medicine,region_54,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 09:33:00,,
9141,28832,Internal medicine,region_54,brand_2,general,a3D6f0000019gcSEAQ,0,0,2020-07-16 12:38:00,,
9143,28847,General practicioner,region_54,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 09:32:00,,
9144,28847,General practicioner,region_54,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 09:46:00,,
9145,28847,General practicioner,region_54,brand_2,general,a3D6f0000019gcSEAQ,0,0,2020-07-16 12:38:00,,
9148,30288,Internal medicine,region_54,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 09:45:00,,
9149,30288,Internal medicine,region_54,brand_2,general,a3D6f0000019gcSEAQ,0,0,2020-07-16 12:49:00,,
9151,30675,General practicioner,region_54,brand_2,product_related,a3D6f0000019fLWEAY,1,0,2020-07-02 09:32:00,2020-07-02 14:32:00,
9152,30675,General practicioner,region_54,brand_2,general,a3D6f0000019gcSEAQ,1,0,2020-07-16 12:38:00,2020-07-16 13:00:00,
9154,30678,General practicioner,region_54,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 09:45:00,,
9155,30678,General practicioner,region_54,brand_2,general,a3D6f0000019gcSEAQ,1,0,2020-07-16 12:49:00,2020-07-16 16:12:00,
9157,30702,Internal medicine,region_54,brand_2,product_related,a3D6f0000019fLWEAY,1,0,2020-07-02 09:33:00,2020-07-02 09:37:00,
9158,30702,Internal medicine,region_54,brand_2,general,a3D6f0000019gcSEAQ,3,0,2020-07-16 12:38:00,2020-07-20 08:39:00,
9160,30719,General practicioner,region_54,brand_2,product_related,a3D6f0000019fLWEAY,1,0,2020-07-02 09:32:00,2020-07-07 21:29:00,
9161,30719,General practicioner,region_54,brand_2,general,a3D6f0000019gcSEAQ,2,0,2020-07-16 12:38:00,2020-08-03 23:25:00,
9163,31647,General practicioner,region_54,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 09:45:00,,
9164,31647,General practicioner,region_54,brand_2,general,a3D6f0000019gcSEAQ,0,0,2020-07-16 12:49:00,,
9166,33375,General practicioner,region_54,brand_2,product_related,a3D6f0000019fLWEAY,2,0,2020-07-02 09:45:00,2020-07-02 12:25:00,
9168,33981,General practicioner,region_54,brand_2,product_related,a3D6f0000019fLWEAY,1,0,2020-07-02 09:33:00,2020-07-07 21:00:00,
9169,33981,General practicioner,region_54,brand_2,general,a3D6f0000019gcSEAQ,2,0,2020-07-16 12:38:00,2020-08-28 21:20:00,
9171,34097,Internal medicine,region_54,brand_2,product_related,a3D6f0000019fLWEAY,1,0,2020-07-02 09:46:00,2020-07-02 09:49:00,
9172,34097,Internal medicine,region_54,brand_2,general,a3D6f0000019gcSEAQ,2,0,2020-07-16 12:38:00,2020-07-16 13:32:00,
9175,34932,General practicioner,region_54,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 09:33:00,,
9176,34932,General practicioner,region_54,brand_2,general,a3D6f0000019gcSEAQ,2,1,2020-07-16 12:38:00,2020-07-16 14:10:00,2020-07-16 14:11:00
9178,34959,Internal medicine,region_54,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 09:45:00,,
9179,34959,Internal medicine,region_54,brand_2,general,a3D6f0000019gcSEAQ,0,0,2020-07-16 12:49:00,,
9180,35061,General practicioner,region_54,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 09:46:00,,
9181,35061,General practicioner,region_54,brand_2,general,a3D6f0000019gcSEAQ,0,0,2020-07-16 12:49:00,,
9194,35633,General practicioner,region_54,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 09:45:00,,
9195,35633,General practicioner,region_54,brand_2,general,a3D6f0000019gcSEAQ,0,0,2020-07-16 12:49:00,,
9200,35939,Internal medicine,region_54,brand_2,product_related,a3D6f0000019fLWEAY,2,0,2020-07-02 09:56:00,2020-07-04 15:06:00,
9201,35939,Internal medicine,region_54,brand_2,general,a3D6f0000019gcSEAQ,1,0,2020-07-16 12:49:00,2020-07-18 20:26:00,
9203,35970,General practicioner,region_54,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 09:32:00,,
9204,35970,General practicioner,region_54,brand_2,general,a3D6f0000019gcSEAQ,1,0,2020-07-16 12:38:00,2020-07-16 13:24:00,
9206,35988,General practicioner,region_54,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 09:45:00,,
9207,35988,General practicioner,region_54,brand_2,general,a3D6f0000019gcSEAQ,0,0,2020-07-16 12:49:00,,
9209,36716,General practicioner,region_54,brand_2,product_related,a3D6f0000019fLWEAY,1,0,2020-07-02 09:32:00,2020-07-02 20:10:00,
9210,36716,General practicioner,region_54,brand_2,general,a3D6f0000019gcSEAQ,3,0,2020-07-16 12:38:00,2020-07-17 22:23:00,
9212,36814,Internal medicine,region_54,brand_2,product_related,a3D6f0000019fLWEAY,1,0,2020-07-02 09:46:00,2020-07-02 10:28:00,
9214,36922,Internal medicine,region_54,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 09:46:00,,
9215,36922,Internal medicine,region_54,brand_2,general,a3D6f0000019gcSEAQ,1,0,2020-07-16 12:49:00,2020-07-17 20:16:00,
9218,38712,General practicioner,region_54,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 09:32:00,,
9219,38712,General practicioner,region_54,brand_2,general,a3D6f0000019gcSEAQ,0,0,2020-07-16 12:38:00,,
9221,38746,Internal medicine,region_54,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 09:46:00,,
9222,38746,Internal medicine,region_54,brand_2,general,a3D6f0000019gcSEAQ,0,0,2020-07-16 12:49:00,,
9225,39023,Internal medicine,region_54,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 09:45:00,,
9226,40133,Internal medicine,region_54,brand_2,product_related,a3D6f0000019fLWEAY,1,0,2020-07-02 09:46:00,2020-07-03 14:20:00,
9228,40541,Internal medicine,region_54,brand_2,product_related,a3D6f0000019fLWEAY,2,0,2020-07-02 09:33:00,2020-07-08 16:58:00,
9229,40541,Internal medicine,region_54,brand_2,general,a3D6f0000019gcSEAQ,0,0,2020-07-16 12:38:00,,
9234,41724,General practicioner,region_54,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 09:56:00,,
9235,41724,General practicioner,region_54,brand_2,general,a3D6f0000019gcSEAQ,0,0,2020-07-16 12:49:00,,
9255,43419,General practicioner,region_54,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 09:56:00,,
9256,43419,General practicioner,region_54,brand_2,general,a3D6f0000019gcSEAQ,0,0,2020-07-16 12:49:00,,
9257,43581,Internal medicine / pneumology,region_54,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 09:56:00,,
9261,45000,General practicioner,region_54,brand_2,product_related,a3D6f0000019fLWEAY,1,0,2020-07-02 09:32:00,2020-07-02 13:26:00,
9262,45000,General practicioner,region_54,brand_2,general,a3D6f0000019gcSEAQ,1,2,2020-07-16 12:38:00,2020-07-16 19:33:00,2020-07-16 19:46:00
9264,45257,General practicioner,region_54,brand_2,product_related,a3D6f0000019fLWEAY,3,0,2020-07-02 09:45:00,2020-07-08 20:11:00,
9265,45257,General practicioner,region_54,brand_2,general,a3D6f0000019gcSEAQ,4,1,2020-07-16 12:49:00,2020-12-21 21:21:00,2020-07-17 05:35:00
9267,46017,Internal medicine,region_54,brand_2,product_related,a3D6f0000019fLWEAY,1,0,2020-07-02 09:46:00,2020-07-02 16:12:00,
9268,46017,Internal medicine,region_54,brand_2,general,a3D6f0000019gcSEAQ,0,0,2020-07-16 12:49:00,,
9270,46615,General practicioner,region_54,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 09:46:00,,
9271,46615,General practicioner,region_54,brand_2,general,a3D6f0000019gcSEAQ,0,0,2020-07-16 12:38:00,,
9273,46927,General practicioner,region_54,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 09:32:00,,
9274,46927,General practicioner,region_54,brand_2,general,a3D6f0000019gcSEAQ,1,1,2020-07-16 12:38:00,2020-07-17 12:53:00,2020-07-17 12:53:00
9276,46952,Internal medicine,region_54,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 09:45:00,,
9277,46952,Internal medicine,region_54,brand_2,general,a3D6f0000019gcSEAQ,1,0,2020-07-16 12:49:00,2020-07-16 13:18:00,
9280,47189,Internal medicine,region_54,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 09:46:00,,
9281,47374,General practicioner,region_54,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 09:32:00,,
9282,47374,General practicioner,region_54,brand_2,general,a3D6f0000019gcSEAQ,0,0,2020-07-16 12:38:00,,
9285,47475,General practicioner,region_54,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 09:32:00,,
9286,47475,General practicioner,region_54,brand_2,general,a3D6f0000019gcSEAQ,0,0,2020-07-16 12:38:00,,
9287,47981,General practicioner,region_54,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 09:32:00,,
9288,47981,General practicioner,region_54,brand_2,general,a3D6f0000019gcSEAQ,0,0,2020-07-16 12:38:00,,
9300,48328,Internal medicine,region_54,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 09:33:00,,
9301,48328,Internal medicine,region_54,brand_2,general,a3D6f0000019gcSEAQ,0,0,2020-07-16 12:38:00,,
9303,48740,Internal medicine,region_54,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 09:46:00,,
9306,49200,General practicioner,region_54,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 09:33:00,,
9307,49200,General practicioner,region_54,brand_2,general,a3D6f0000019gcSEAQ,1,0,2020-07-16 12:38:00,2020-07-16 22:56:00,
9309,49209,Internal medicine,region_54,brand_2,product_related,a3D6f0000019fLWEAY,3,0,2020-07-02 09:46:00,2020-07-06 12:25:00,
9310,49209,Internal medicine,region_54,brand_2,general,a3D6f0000019gcSEAQ,1,0,2020-07-16 12:38:00,2020-07-16 19:02:00,
9312,49219,General practicioner,region_54,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 09:32:00,,
9313,49219,General practicioner,region_54,brand_2,general,a3D6f0000019gcSEAQ,1,1,2020-07-16 12:38:00,2020-07-16 14:01:00,2020-07-16 14:01:00
9315,49995,Internal medicine / pneumology,region_54,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 09:56:00,,
9316,50211,General practicioner,region_54,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 09:32:00,,
9317,50211,General practicioner,region_54,brand_2,general,a3D6f0000019gcSEAQ,0,0,2020-07-16 12:38:00,,
9320,50415,General practicioner,region_54,brand_2,product_related,a3D6f0000019fLWEAY,1,0,2020-07-02 09:46:00,2020-07-02 12:58:00,
9321,50415,General practicioner,region_54,brand_2,general,a3D6f0000019gcSEAQ,0,0,2020-07-16 12:49:00,,
9323,50526,Internal medicine,region_54,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 09:46:00,,
9324,50526,Internal medicine,region_54,brand_2,general,a3D6f0000019gcSEAQ,0,0,2020-07-16 12:49:00,,
9327,50854,General practicioner,region_54,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 09:56:00,,
9328,50854,General practicioner,region_54,brand_2,general,a3D6f0000019gcSEAQ,0,0,2020-07-16 12:49:00,,
9330,50856,General practicioner,region_54,brand_2,product_related,a3D6f0000019fLWEAY,1,0,2020-07-02 09:46:00,2020-07-02 11:05:00,
9331,50856,General practicioner,region_54,brand_2,general,a3D6f0000019gcSEAQ,1,0,2020-07-16 12:49:00,2020-07-16 15:38:00,
9334,51025,Internal medicine,region_54,brand_2,product_related,a3D6f0000019fLWEAY,1,0,2020-07-02 09:32:00,2020-07-02 15:16:00,
9335,51025,Internal medicine,region_54,brand_2,general,a3D6f0000019gcSEAQ,1,0,2020-07-16 12:38:00,2020-07-20 11:33:00,
9337,51692,General practicioner,region_54,brand_2,product_related,a3D6f0000019fLWEAY,1,0,2020-07-02 09:32:00,2020-07-02 16:26:00,
9338,51692,General practicioner,region_54,brand_2,general,a3D6f0000019gcSEAQ,1,2,2020-07-16 12:38:00,2020-07-16 16:56:00,2020-07-16 16:56:00
9340,52904,General practicioner,region_54,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 09:46:00,,
9341,52904,General practicioner,region_54,brand_2,general,a3D6f0000019gcSEAQ,0,0,2020-07-16 12:38:00,,
9343,53491,Internal medicine,region_54,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 09:56:00,,
9344,53491,Internal medicine,region_54,brand_2,general,a3D6f0000019gcSEAQ,0,0,2020-07-16 12:49:00,,
9345,53531,Internal medicine,region_54,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 09:46:00,,
9353,53903,General practicioner,region_54,brand_2,product_related,a3D6f0000019fLWEAY,3,0,2020-07-02 09:45:00,2020-07-02 18:28:00,
9354,53903,General practicioner,region_54,brand_2,general,a3D6f0000019gcSEAQ,3,0,2020-07-16 12:49:00,2020-08-26 12:34:00,
9356,53924,General practicioner,region_54,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 09:32:00,,
9357,53924,General practicioner,region_54,brand_2,general,a3D6f0000019gcSEAQ,0,0,2020-07-16 12:38:00,,
9359,54076,General practicioner,region_54,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 09:45:00,,
9360,54076,General practicioner,region_54,brand_2,general,a3D6f0000019gcSEAQ,0,0,2020-07-16 12:49:00,,
9363,54367,General practicioner,region_54,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 09:46:00,,
9364,54367,General practicioner,region_54,brand_2,general,a3D6f0000019gcSEAQ,0,0,2020-07-16 12:49:00,,
9366,54623,General practicioner,region_54,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 09:45:00,,
9367,54623,General practicioner,region_54,brand_2,general,a3D6f0000019gcSEAQ,1,1,2020-07-16 12:49:00,2020-07-16 13:05:00,2020-07-16 13:05:00
9368,54901,General practicioner,region_54,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 09:45:00,,
9369,54901,General practicioner,region_54,brand_2,general,a3D6f0000019gcSEAQ,0,0,2020-07-16 12:49:00,,
9373,69461,Internal medicine,region_54,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 09:45:00,,
9374,69461,Internal medicine,region_54,brand_2,general,a3D6f0000019gcSEAQ,1,0,2020-07-16 12:49:00,2020-07-20 18:32:00,
9376,69473,General practicioner,region_54,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 09:32:00,,
9377,69473,General practicioner,region_54,brand_2,general,a3D6f0000019gcSEAQ,2,0,2020-07-16 12:38:00,2020-07-16 13:53:00,
9379,70343,General practicioner,region_54,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 09:32:00,,
9380,70343,General practicioner,region_54,brand_2,general,a3D6f0000019gcSEAQ,0,0,2020-07-16 12:38:00,,
9382,70405,General practicioner,region_54,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 09:45:00,,
9384,70427,Internal medicine,region_54,brand_2,product_related,a3D6f0000019fLWEAY,1,0,2020-07-02 09:32:00,2020-07-03 23:29:00,
9385,70427,Internal medicine,region_54,brand_2,general,a3D6f0000019gcSEAQ,1,0,2020-07-16 12:38:00,2020-07-16 12:49:00,
9387,70458,Internal medicine,region_54,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 09:46:00,,
9388,70458,Internal medicine,region_54,brand_2,general,a3D6f0000019gcSEAQ,0,0,2020-07-16 12:38:00,,
9391,70779,General practicioner,region_54,brand_2,product_related,a3D6f0000019fLWEAY,5,0,2020-07-02 09:46:00,2021-09-15 19:03:00,
9392,70779,General practicioner,region_54,brand_2,general,a3D6f0000019gcSEAQ,0,0,2020-07-16 12:49:00,,
9394,71928,Internal medicine,region_54,brand_2,product_related,a3D6f0000019fLWEAY,4,0,2020-07-02 09:33:00,2020-07-03 14:51:00,
9396,77355,General practicioner,region_54,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 09:45:00,,
9397,77355,General practicioner,region_54,brand_2,general,a3D6f0000019gcSEAQ,1,0,2020-07-16 12:49:00,2020-07-16 14:17:00,
9399,77386,Internal medicine,region_54,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 09:32:00,,
9400,77386,Internal medicine,region_54,brand_2,general,a3D6f0000019gcSEAQ,1,0,2020-07-16 12:38:00,2020-07-16 23:03:00,
9403,78106,Internal medicine,region_54,brand_2,product_related,a3D6f0000019fLWEAY,2,0,2020-07-02 09:33:00,2020-07-07 17:49:00,
9404,78106,Internal medicine,region_54,brand_2,general,a3D6f0000019gcSEAQ,1,0,2020-07-16 12:38:00,2020-07-16 17:52:00,
9406,78465,Internal medicine,region_54,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 09:33:00,,
9407,78465,Internal medicine,region_54,brand_2,general,a3D6f0000019gcSEAQ,6,0,2020-07-16 12:38:00,2020-08-02 12:06:00,
9409,80208,General practicioner,region_54,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 09:56:00,,
9410,80208,General practicioner,region_54,brand_2,general,a3D6f0000019gcSEAQ,0,0,2020-07-16 12:49:00,,
9412,83389,General practicioner,region_54,brand_2,product_related,a3D6f0000019fLWEAY,2,0,2020-07-02 09:45:00,2020-07-02 09:51:00,
9413,83389,General practicioner,region_54,brand_2,general,a3D6f0000019gcSEAQ,1,0,2020-07-16 12:49:00,2020-08-07 11:51:00,
9415,85091,General practicioner,region_54,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 09:45:00,,
9416,85091,General practicioner,region_54,brand_2,general,a3D6f0000019gcSEAQ,1,0,2020-07-16 12:49:00,2020-07-16 18:22:00,
9507,36596,General practicioner,region_55,brand_2,product_related,a3D6f0000019gA2EAI,0,0,2020-07-07 17:08:00,,
9593,3297,Internal medicine,region_56,brand_2,product_related,a3D6f0000019fLWEAY,1,0,2020-07-03 06:56:00,2020-07-03 08:09:00,
9594,5885,General practicioner,region_56,brand_2,product_related,a3D6f0000019fLWEAY,5,0,2020-07-03 07:18:00,2020-07-10 17:16:00,
9599,75708,General practicioner,region_56,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-03 07:10:00,,
9600,78935,Internal medicine,region_56,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-03 06:49:00,,
9602,79064,General practicioner,region_56,brand_2,product_related,a3D6f0000019fLWEAY,1,0,2020-07-03 07:06:00,2020-07-03 07:06:00,
9617,17696,General practicioner,region_57,brand_2,product_related,a3D6f0000019fLWEAY,1,0,2020-07-02 13:48:00,2020-07-03 08:59:00,
9784,10904,Internal medicine,region_58,brand_2,general,a3D6f0000019jSnEAI,1,0,2020-08-03 19:17:00,2020-08-03 20:09:00,
9789,15046,General practicioner,region_58,brand_2,product_related,a3D6f0000019fLWEAY,1,1,2020-07-02 09:51:00,2020-07-02 20:26:00,2020-07-02 20:26:00
9790,15046,General practicioner,region_58,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-03 18:15:00,,
9803,17079,Internal medicine,region_58,brand_2,product_related,a3D6f0000019fLWEAY,3,0,2020-07-03 09:58:00,2020-07-03 09:58:00,
9804,17079,Internal medicine,region_58,brand_2,general,a3D6f0000019jSnEAI,3,0,2020-08-03 19:17:00,2020-08-03 19:17:00,
9806,18824,Internal medicine,region_58,brand_2,product_related,a3D6f0000019fLWEAY,2,1,2020-07-03 09:49:00,2020-07-04 09:51:00,2020-07-04 09:41:00
9809,19559,Internal medicine,region_58,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-03 19:17:00,,
9816,20662,General practicioner,region_58,brand_2,product_related,a3D6f000000oB9pEAE,2,0,2020-12-11 11:11:00,2021-02-03 15:01:00,
9826,26392,Internal medicine,region_58,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-03 09:49:00,,
9827,26392,Internal medicine,region_58,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-03 17:17:00,,
9835,26970,Internal medicine,region_58,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-03 19:17:00,,
9838,27227,General practicioner,region_58,brand_2,product_related,a3D6f0000019fLWEAY,3,0,2020-07-03 09:58:00,2020-07-03 09:59:00,
9839,27227,General practicioner,region_58,brand_2,general,a3D6f0000019jSnEAI,3,0,2020-08-03 19:17:00,2020-08-03 19:17:00,
9840,28161,Internal medicine,region_58,brand_2,product_related,a3D6f0000019fLWEAY,5,8,2020-07-03 09:48:00,2020-07-03 21:39:00,2020-07-03 21:39:00
9841,28161,Internal medicine,region_58,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-03 18:59:00,,
9843,28705,General practicioner,region_58,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-03 17:17:00,,
9844,28705,General practicioner,region_58,brand_2,product_related,a3D6f000000MpT0EAK,0,0,2020-08-31 21:19:00,,
9850,33613,General practicioner,region_58,brand_2,product_related,a3D6f0000019fLWEAY,1,0,2020-07-03 09:49:00,2020-07-03 16:18:00,
9851,33613,General practicioner,region_58,brand_2,general,a3D6f0000019jSnEAI,1,0,2020-08-03 18:32:00,2020-08-04 13:18:00,
9861,35620,General practicioner,region_58,brand_2,general,a3D6f0000019jSnEAI,1,0,2020-08-03 17:17:00,2020-08-04 07:57:00,
9862,35620,General practicioner,region_58,brand_2,product_related,a3D6f000000MpT0EAK,1,0,2020-08-31 17:12:00,2020-09-01 14:50:00,
9867,40436,General practicioner,region_58,brand_2,product_related,a3D6f0000019fLWEAY,3,0,2020-07-03 09:58:00,2020-07-03 09:58:00,
