month,region,brand,sales
2020-05,region_110,brand_2,0.0
2020-05,region_110,brand_3,54996.18
2020-05,region_110,brand_12_market,156462.12
2020-05,region_110,brand_3_market,338285.13
2020-05,region_111,brand_1,0.0
2020-05,region_111,brand_2,0.0
2020-05,region_111,brand_3,49567.3
2020-05,region_111,brand_12_market,237293.41
2020-05,region_111,brand_3_market,413967.53
2020-05,region_112,brand_1,0.0
2020-05,region_112,brand_2,0.0
2020-05,region_112,brand_3,22669.23
2020-05,region_112,brand_12_market,147367.27
2020-05,region_112,brand_3_market,276598.65
2020-05,region_113,brand_1,0.0
2020-05,region_113,brand_2,0.0
2020-05,region_113,brand_3,27186.04
2020-05,region_113,brand_12_market,213728.79
2020-05,region_113,brand_3_market,395003.24
2020-05,region_114,brand_1,0.0
2020-05,region_114,brand_2,0.0
2020-05,region_114,brand_3,28989.81
2020-05,region_114,brand_12_market,242434.96
2020-05,region_114,brand_3_market,507355.87
2020-05,region_115,brand_1,0.0
2020-05,region_115,brand_2,0.0
2020-05,region_115,brand_3,80430.88
2020-05,region_115,brand_12_market,376472.75
2020-05,region_115,brand_3_market,787537.16
2020-05,region_116,brand_1,0.0
2020-05,region_116,brand_2,0.0
2020-05,region_116,brand_3,25981.19
2020-05,region_116,brand_12_market,250962.34
2020-05,region_116,brand_3_market,509726.41
2020-05,region_117,brand_1,0.0
2020-05,region_117,brand_2,0.0
2020-05,region_117,brand_3,45339.27
2020-05,region_117,brand_12_market,298017.74
2020-05,region_117,brand_3_market,560975.3
2020-05,region_118,brand_1,0.0
2020-05,region_118,brand_2,0.0
2020-05,region_118,brand_3,24600.87
2020-05,region_118,brand_12_market,146828.99
2020-05,region_118,brand_3_market,308126.16
2020-05,region_119,brand_1,0.0
2020-05,region_119,brand_2,0.0
2020-05,region_119,brand_3,13115.3
2020-05,region_119,brand_12_market,199432.48
2020-05,region_119,brand_3_market,337094.51
2020-05,region_120,brand_1,0.0
2020-05,region_120,brand_2,0.0
2020-05,region_120,brand_3,32904.44
2020-05,region_120,brand_12_market,174685.32
2020-05,region_120,brand_3_market,326428.62
2020-05,region_121,brand_1,0.0
2020-05,region_121,brand_2,0.0
2020-05,region_121,brand_3,44032.81
2020-05,region_121,brand_12_market,350504.15
2020-05,region_121,brand_3_market,645927.69
2020-05,region_122,brand_1,0.0
2020-05,region_122,brand_2,0.0
2020-05,region_122,brand_3,53085.41
2020-05,region_122,brand_12_market,236521.91
2020-05,region_122,brand_3_market,559579.65
2020-05,region_123,brand_1,0.0
2020-05,region_123,brand_2,0.0
2020-05,region_123,brand_3,41715.66
2020-05,region_123,brand_12_market,311528.92
2020-05,region_123,brand_3_market,585856.62
2020-05,region_124,brand_1,0.0
2020-05,region_124,brand_2,0.0
2020-05,region_124,brand_3,54891.29
2020-05,region_124,brand_12_market,275648.61
2020-05,region_124,brand_3_market,575071.71
2020-05,region_125,brand_1,0.0
2020-05,region_125,brand_2,0.0
2020-05,region_125,brand_3,25633.43
2020-05,region_125,brand_12_market,244341.83
2020-05,region_125,brand_3_market,430332.28
2020-05,region_126,brand_1,0.0
2020-05,region_126,brand_2,0.0
2020-05,region_126,brand_3,44004.86
2020-05,region_126,brand_12_market,271628.2
2020-05,region_126,brand_3_market,477558.24
2020-05,region_127,brand_1,0.0
2020-05,region_127,brand_2,0.0
2020-05,region_127,brand_3,61423.85
2020-05,region_127,brand_12_market,345502.17
2020-05,region_127,brand_3_market,619001.76
2020-05,region_128,brand_1,0.0
2020-05,region_128,brand_2,0.0
2020-05,region_128,brand_3,38315.2
2020-05,region_128,brand_12_market,258763.14
2020-05,region_128,brand_3_market,488899.52
2020-05,region_129,brand_1,0.0
2020-05,region_129,brand_2,0.0
2020-05,region_129,brand_3,39826.5
2020-05,region_129,brand_12_market,223211.75
2020-05,region_129,brand_3_market,447191.34
2020-05,region_130,brand_1,0.0
2020-05,region_130,brand_2,0.0
2020-05,region_130,brand_3,34816.46
2020-05,region_130,brand_12_market,241555.14
2020-05,region_130,brand_3_market,459608.8
2020-05,region_131,brand_1,0.0
2020-05,region_131,brand_2,0.0
2020-05,region_131,brand_3,98822.94
2020-05,region_131,brand_12_market,454346.63
2020-05,region_131,brand_3_market,914678.59
2020-05,region_132,brand_1,0.0
2020-05,region_132,brand_2,0.0
2020-05,region_132,brand_3,68932.54
2020-05,region_132,brand_12_market,435490.23
2020-05,region_132,brand_3_market,831772.49
2020-05,region_133,brand_1,0.0
2020-05,region_133,brand_2,0.0
2020-05,region_133,brand_3,19979.07
2020-05,region_133,brand_12_market,225709.26
2020-05,region_133,brand_3_market,375614.92
2020-05,region_134,brand_1,0.0
2020-05,region_134,brand_2,0.0
2020-05,region_134,brand_3,24244.8
2020-05,region_134,brand_12_market,247028.95
2020-05,region_134,brand_3_market,403905.43
2020-05,region_135,brand_1,0.0
2020-05,region_135,brand_2,0.0
2020-05,region_135,brand_3,24182.42
2020-05,region_135,brand_12_market,260959.58
2020-05,region_135,brand_3_market,465039.47
2020-05,region_136,brand_1,0.0
2020-05,region_136,brand_2,0.0
2020-05,region_136,brand_3,10774.04
2020-05,region_136,brand_12_market,154417.2
2020-05,region_136,brand_3_market,270065.91
2020-05,region_137,brand_1,0.0
2020-05,region_137,brand_2,0.0
2020-05,region_137,brand_3,37442.69
2020-05,region_137,brand_12_market,237007.97
2020-05,region_137,brand_3_market,429052.48
2020-05,region_138,brand_1,0.0
2020-05,region_138,brand_2,0.0
2020-05,region_138,brand_3,19147.19
2020-05,region_138,brand_12_market,186372.28
2020-05,region_138,brand_3_market,358529.79
2020-05,region_139,brand_1,0.0
2020-05,region_139,brand_2,0.0
2020-05,region_139,brand_3,12205.54
2020-05,region_139,brand_12_market,153489.86
2020-05,region_139,brand_3_market,250210.2
2020-05,region_140,brand_1,0.0
2020-05,region_140,brand_2,0.0
2020-05,region_140,brand_3,38253.06
2020-05,region_140,brand_12_market,287404.23
2020-05,region_140,brand_3_market,498416.8
2020-05,region_141,brand_1,0.0
2020-05,region_141,brand_2,0.0
2020-05,region_141,brand_3,11147.53
2020-05,region_141,brand_12_market,104345.98
2020-05,region_141,brand_3_market,176050.39
2020-05,region_142,brand_1,0.0
2020-05,region_142,brand_2,0.0
2020-05,region_142,brand_3,50022.84
2020-05,region_142,brand_12_market,503316.37
2020-05,region_142,brand_3_market,922459.87
2020-05,region_143,brand_1,0.0
2020-05,region_143,brand_2,0.0
2020-05,region_143,brand_3,27850.59
2020-05,region_143,brand_12_market,178722.25
2020-05,region_143,brand_3_market,340933.59
2020-05,region_144,brand_1,0.0
2020-05,region_144,brand_2,0.0
2020-05,region_144,brand_3,42425.27
2020-05,region_144,brand_12_market,202390.67
2020-05,region_144,brand_3_market,415421.01
2020-05,region_145,brand_1,0.0
2020-05,region_145,brand_2,0.0
2020-05,region_145,brand_3,31034.4
2020-05,region_145,brand_12_market,306406.56
2020-05,region_145,brand_3_market,635997.0
2020-05,region_146,brand_1,0.0
2020-05,region_146,brand_2,0.0
2020-05,region_146,brand_3,37423.45
2020-05,region_146,brand_12_market,219086.56
2020-05,region_146,brand_3_market,475285.52
2020-05,region_147,brand_1,0.0
2020-05,region_147,brand_2,0.0
2020-05,region_147,brand_3,26501.97
2020-05,region_147,brand_12_market,256776.94
2020-05,region_147,brand_3_market,495256.0
2020-05,region_148,brand_1,0.0
2020-05,region_148,brand_2,0.0
2020-05,region_148,brand_3,36947.19
2020-05,region_148,brand_12_market,283450.66
2020-05,region_148,brand_3_market,524342.11
2020-05,region_149,brand_1,0.0
2020-05,region_149,brand_2,0.0
2020-05,region_149,brand_3,40593.06
2020-05,region_149,brand_12_market,343933.45
2020-05,region_149,brand_3_market,645689.04
2020-05,region_150,brand_1,0.0
2020-05,region_150,brand_2,0.0
2020-05,region_150,brand_3,92274.59
2020-05,region_150,brand_12_market,437795.34
2020-05,region_150,brand_3_market,882453.13
2020-05,region_151,brand_3,30857.61
2020-05,region_151,brand_12_market,179104.87
2020-05,region_151,brand_3_market,367482.01
2020-05,region_152,brand_3,25381.72
2020-05,region_152,brand_12_market,160820.41
2020-05,region_152,brand_3_market,322803.69
2020-05,region_153,brand_3,71138.58
2020-05,region_153,brand_12_market,292525.92
2020-05,region_153,brand_3_market,553892.31
2020-05,region_154,brand_3,96398.13
2020-05,region_154,brand_12_market,350892.42
2020-05,region_154,brand_3_market,704695.72
2020-05,region_155,brand_3,34372.13
2020-05,region_155,brand_12_market,271791.23
2020-05,region_155,brand_3_market,482920.4
2020-05,region_156,brand_3,19146.97
2020-05,region_156,brand_12_market,195326.89
2020-05,region_156,brand_3_market,335129.42
2020-05,region_157,brand_3,61958.25
2020-05,region_157,brand_12_market,359344.07
2020-05,region_157,brand_3_market,703344.93
2020-05,region_158,brand_3,36861.57
2020-05,region_158,brand_12_market,254428.73
2020-05,region_158,brand_3_market,471654.36
2020-05,region_159,brand_3,36327.65
2020-05,region_159,brand_12_market,313480.03
2020-05,region_159,brand_3_market,530222.48
2020-05,region_160,brand_3,19456.76
2020-05,region_160,brand_12_market,274972.5
2020-05,region_160,brand_3_market,482527.78
2020-05,region_161,brand_3,10505.94
2020-05,region_161,brand_12_market,130959.52
2020-05,region_161,brand_3_market,223649.71
2020-05,region_162,brand_3,67688.71
2020-05,region_162,brand_12_market,210562.81
2020-05,region_162,brand_3_market,533208.16
2020-05,region_163,brand_3,31309.37
2020-05,region_163,brand_12_market,297320.02
2020-05,region_163,brand_3_market,498084.24
2020-05,region_164,brand_3,68629.69
2020-05,region_164,brand_12_market,426347.66
2020-05,region_164,brand_3_market,772940.73
2020-05,region_165,brand_3,111917.46
2020-05,region_165,brand_12_market,416270.94
2020-05,region_165,brand_3_market,915047.1
2020-05,region_166,brand_3,14919.58
2020-05,region_166,brand_12_market,158507.64
2020-05,region_166,brand_3_market,270624.16
2020-05,region_167,brand_3,23040.22
2020-05,region_167,brand_12_market,231373.5
2020-05,region_167,brand_3_market,418949.41
2020-05,region_168,brand_3,66961.65
2020-05,region_168,brand_12_market,318622.63
2020-05,region_168,brand_3_market,548273.2
2020-05,region_169,brand_3,25319.45
2020-05,region_169,brand_12_market,212993.84
2020-05,region_169,brand_3_market,415376.89
2020-05,region_170,brand_3,94273.11
2020-05,region_170,brand_12_market,313454.27
2020-05,region_170,brand_3_market,627266.71
2020-05,region_171,brand_3,32988.07
2020-05,region_171,brand_12_market,194666.48
2020-05,region_171,brand_3_market,444613.82
2020-05,region_172,brand_3,60429.7
2020-05,region_172,brand_12_market,185342.38
2020-05,region_172,brand_3_market,394339.98
2020-05,region_173,brand_3,73540.36
2020-05,region_173,brand_12_market,433010.61
2020-05,region_173,brand_3_market,806462.44
2020-05,region_174,brand_3,45437.45
2020-05,region_174,brand_12_market,404420.97
2020-05,region_174,brand_3_market,702214.42
2020-05,region_175,brand_3,16660.52
2020-05,region_175,brand_12_market,277075.42
2020-05,region_175,brand_3_market,504486.68
2020-05,region_176,brand_3,33295.36
2020-05,region_176,brand_12_market,269237.82
2020-05,region_176,brand_3_market,579107.93
2020-05,region_177,brand_3,45774.34
2020-05,region_177,brand_12_market,333721.79
2020-05,region_177,brand_3_market,724081.02
2020-05,region_178,brand_3,26880.0
2020-05,region_178,brand_12_market,232348.17
2020-05,region_178,brand_3_market,393738.87
2020-05,region_179,brand_3,82202.95
2020-05,region_179,brand_12_market,532017.24
2020-05,region_179,brand_3_market,1023072.66
2020-05,region_180,brand_3,16306.12
2020-05,region_180,brand_12_market,129935.73
2020-05,region_180,brand_3_market,230528.32
2020-05,region_181,brand_3,23995.88
2020-05,region_181,brand_12_market,269109.48
2020-05,region_181,brand_3_market,494435.12
2020-05,region_182,brand_3,37425.77
2020-05,region_182,brand_12_market,310307.45
2020-05,region_182,brand_3_market,585307.64
2020-05,region_183,brand_3,27186.21
2020-05,region_183,brand_12_market,167978.44
2020-05,region_183,brand_3_market,309415.6
2020-05,region_184,brand_3,15437.51
2020-05,region_184,brand_12_market,204580.8
2020-05,region_184,brand_3_market,346481.74
2020-05,region_185,brand_3,37689.52
2020-05,region_185,brand_12_market,387920.95
2020-05,region_185,brand_3_market,695361.08
2020-05,region_186,brand_3,77360.66
2020-05,region_186,brand_12_market,251410.56
2020-05,region_186,brand_3_market,554249.36
2020-05,region_187,brand_3,32884.15
2020-05,region_187,brand_12_market,344221.06
2020-05,region_187,brand_3_market,621301.93
2020-05,region_188,brand_3,45541.54
2020-05,region_188,brand_12_market,274834.16
2020-05,region_188,brand_3_market,538588.08
2020-05,region_189,brand_3,112066.12
2020-05,region_189,brand_12_market,326678.95
2020-05,region_189,brand_3_market,756799.43
2020-05,region_190,brand_3,48962.21
2020-05,region_190,brand_12_market,257888.09
2020-05,region_190,brand_3_market,509403.36
2020-05,region_191,brand_3,91154.97
2020-05,region_191,brand_12_market,328701.24
2020-05,region_191,brand_3_market,685059.55
2020-05,region_192,brand_3,35059.41
2020-05,region_192,brand_12_market,191337.38
2020-05,region_192,brand_3_market,369531.69
2020-05,region_193,brand_3,15686.75
2020-05,region_193,brand_12_market,272050.28
2020-05,region_193,brand_3_market,415890.74
2020-05,region_194,brand_3,72765.53
2020-05,region_194,brand_12_market,377951.05
2020-05,region_194,brand_3_market,786166.12
2020-05,region_195,brand_3,16595.22
2020-05,region_195,brand_12_market,130974.28
2020-05,region_195,brand_3_market,223651.59
2020-05,region_196,brand_3,21673.01
2020-05,region_196,brand_12_market,251061.71
2020-05,region_196,brand_3_market,479318.22
2020-05,region_197,brand_3,42275.14
2020-05,region_197,brand_12_market,180078.4
2020-05,region_197,brand_3_market,395850.07
2020-05,region_198,brand_3,43349.38
2020-05,region_198,brand_12_market,240710.78
2020-05,region_198,brand_3_market,498240.66
2020-05,region_199,brand_3,47260.85
2020-05,region_199,brand_12_market,266357.36
2020-05,region_199,brand_3_market,510241.58
2020-05,region_200,brand_3,65011.4
2020-05,region_200,brand_12_market,290208.15
2020-05,region_200,brand_3_market,551808.35
2020-06,region_0,brand_1,0.0
2020-06,region_0,brand_2,0.0
2020-06,region_0,brand_3,57956.27
2020-06,region_0,brand_12_market,462831.86
2020-06,region_0,brand_3_market,877476.95
2020-06,region_1,brand_1,0.0
2020-06,region_1,brand_2,0.0
2020-06,region_1,brand_3,42436.74
2020-06,region_1,brand_12_market,291465.87
2020-06,region_1,brand_3_market,538050.56
2020-06,region_2,brand_1,0.0
2020-06,region_2,brand_2,0.0
2020-06,region_2,brand_3,50905.33
2020-06,region_2,brand_12_market,212064.84
2020-06,region_2,brand_3_market,449530.15
2020-06,region_3,brand_1,0.0
2020-06,region_3,brand_2,0.0
2020-06,region_3,brand_3,25320.95
2020-06,region_3,brand_12_market,220138.43
2020-06,region_3,brand_3_market,390090.61
2020-06,region_4,brand_1,0.0
2020-06,region_4,brand_2,0.0
2020-06,region_4,brand_3,34998.53
2020-06,region_4,brand_12_market,258375.76
2020-06,region_4,brand_3_market,537099.56
2020-06,region_5,brand_1,0.0
2020-06,region_5,brand_2,0.0
2020-06,region_5,brand_3,24575.97
2020-06,region_5,brand_12_market,174452.86
2020-06,region_5,brand_3_market,361057.44
2020-06,region_6,brand_1,0.0
2020-06,region_6,brand_2,0.0
2020-06,region_6,brand_3,29984.0
2020-06,region_6,brand_12_market,114204.48
2020-06,region_6,brand_3_market,224005.97
2020-06,region_7,brand_1,0.0
2020-06,region_7,brand_2,0.0
2020-06,region_7,brand_3,90946.38
2020-06,region_7,brand_12_market,469491.18
2020-06,region_7,brand_3_market,883346.09
2020-06,region_8,brand_1,0.0
2020-06,region_8,brand_2,0.0
2020-06,region_8,brand_3,34335.1
2020-06,region_8,brand_12_market,224272.56
2020-06,region_8,brand_3_market,460073.32
2020-06,region_9,brand_1,0.0
2020-06,region_9,brand_2,0.0
2020-06,region_9,brand_3,36821.14
2020-06,region_9,brand_12_market,165273.82
2020-06,region_9,brand_3_market,328513.17
2020-06,region_10,brand_1,0.0
2020-06,region_10,brand_2,0.0
2020-06,region_10,brand_3,34046.76
2020-06,region_10,brand_12_market,240491.02
2020-06,region_10,brand_3_market,452021.77
2020-06,region_11,brand_1,0.0
2020-06,region_11,brand_2,0.0
2020-06,region_11,brand_3,27562.18
2020-06,region_11,brand_12_market,203984.94
2020-06,region_11,brand_3_market,370399.69
2020-06,region_12,brand_1,0.0
2020-06,region_12,brand_2,0.0
2020-06,region_12,brand_3,31307.94
2020-06,region_12,brand_12_market,212155.11
2020-06,region_12,brand_3_market,379485.26
2020-06,region_13,brand_1,0.0
2020-06,region_13,brand_2,0.0
2020-06,region_13,brand_3,34274.51
2020-06,region_13,brand_12_market,342267.61
2020-06,region_13,brand_3_market,577145.68
2020-06,region_14,brand_1,0.0
2020-06,region_14,brand_2,0.0
2020-06,region_14,brand_3,49402.03
2020-06,region_14,brand_12_market,277307.55
2020-06,region_14,brand_3_market,573028.1
2020-06,region_15,brand_1,0.0
2020-06,region_15,brand_2,0.0
2020-06,region_15,brand_3,47320.85
2020-06,region_15,brand_12_market,300893.18
2020-06,region_15,brand_3_market,577520.23
2020-06,region_16,brand_1,0.0
2020-06,region_16,brand_2,0.0
2020-06,region_16,brand_3,50949.21
2020-06,region_16,brand_12_market,316917.95
2020-06,region_16,brand_3_market,591772.03
2020-06,region_17,brand_1,0.0
2020-06,region_17,brand_2,0.0
2020-06,region_17,brand_3,30461.5
2020-06,region_17,brand_12_market,297528.37
2020-06,region_17,brand_3_market,492607.16
2020-06,region_18,brand_1,0.0
2020-06,region_18,brand_2,0.0
2020-06,region_18,brand_3,37339.16
2020-06,region_18,brand_12_market,218659.99
2020-06,region_18,brand_3_market,458238.71
2020-06,region_19,brand_1,0.0
2020-06,region_19,brand_2,0.0
2020-06,region_19,brand_3,87652.2
2020-06,region_19,brand_12_market,567601.66
2020-06,region_19,brand_3_market,1032324.68
2020-06,region_20,brand_1,0.0
2020-06,region_20,brand_2,0.0
2020-06,region_20,brand_3,65927.69
2020-06,region_20,brand_12_market,274194.17
2020-06,region_20,brand_3_market,507702.12
2020-06,region_21,brand_1,0.0
2020-06,region_21,brand_2,0.0
2020-06,region_21,brand_3,27704.22
2020-06,region_21,brand_12_market,282018.59
2020-06,region_21,brand_3_market,507360.34
2020-06,region_22,brand_1,0.0
2020-06,region_22,brand_2,0.0
2020-06,region_22,brand_3,52154.15
2020-06,region_22,brand_12_market,272855.26
2020-06,region_22,brand_3_market,588547.52
2020-06,region_23,brand_1,0.0
2020-06,region_23,brand_2,0.0
2020-06,region_23,brand_3,37941.25
2020-06,region_23,brand_12_market,451947.2
2020-06,region_23,brand_3_market,815663.58
2020-06,region_24,brand_1,0.0
2020-06,region_24,brand_2,0.0
2020-06,region_24,brand_3,45212.97
2020-06,region_24,brand_12_market,414129.7
2020-06,region_24,brand_3_market,846500.52
2020-06,region_25,brand_1,0.0
2020-06,region_25,brand_2,0.0
2020-06,region_25,brand_3,38471.39
2020-06,region_25,brand_12_market,259942.41
2020-06,region_25,brand_3_market,555163.89
2020-06,region_26,brand_1,0.0
2020-06,region_26,brand_2,0.0
2020-06,region_26,brand_3,18359.99
2020-06,region_26,brand_12_market,185156.23
2020-06,region_26,brand_3_market,318570.06
2020-06,region_27,brand_1,0.0
2020-06,region_27,brand_2,0.0
2020-06,region_27,brand_3,24493.37
2020-06,region_27,brand_12_market,274010.96
2020-06,region_27,brand_3_market,525787.49
2020-06,region_28,brand_1,0.0
2020-06,region_28,brand_2,0.0
2020-06,region_28,brand_3,23083.8
2020-06,region_28,brand_12_market,205891.83
2020-06,region_28,brand_3_market,424324.32
2020-06,region_29,brand_1,0.0
2020-06,region_29,brand_2,0.0
2020-06,region_29,brand_3,32427.62
2020-06,region_29,brand_12_market,206372.11
2020-06,region_29,brand_3_market,446449.39
2020-06,region_30,brand_1,0.0
2020-06,region_30,brand_2,0.0
2020-06,region_30,brand_3,54875.5
2020-06,region_30,brand_12_market,274839.7
2020-06,region_30,brand_3_market,568117.19
2020-06,region_31,brand_1,0.0
2020-06,region_31,brand_2,0.0
2020-06,region_31,brand_3,19560.35
2020-06,region_31,brand_12_market,179706.58
2020-06,region_31,brand_3_market,374431.42
2020-06,region_32,brand_1,0.0
2020-06,region_32,brand_2,0.0
2020-06,region_32,brand_3,85769.89
2020-06,region_32,brand_12_market,278987.94
2020-06,region_32,brand_3_market,588347.83
2020-06,region_33,brand_1,0.0
2020-06,region_33,brand_2,0.0
2020-06,region_33,brand_3,93361.83
2020-06,region_33,brand_12_market,403548.7
2020-06,region_33,brand_3_market,813717.79
2020-06,region_34,brand_1,0.0
2020-06,region_34,brand_2,0.0
2020-06,region_34,brand_3,33546.27
2020-06,region_34,brand_12_market,392601.02
2020-06,region_34,brand_3_market,659208.21
2020-06,region_35,brand_1,0.0
2020-06,region_35,brand_2,0.0
2020-06,region_35,brand_3,69499.59
2020-06,region_35,brand_12_market,346935.58
2020-06,region_35,brand_3_market,730758.3
2020-06,region_36,brand_1,0.0
2020-06,region_36,brand_2,0.0
2020-06,region_36,brand_3,33568.21
2020-06,region_36,brand_12_market,206783.32
2020-06,region_36,brand_3_market,360125.4
2020-06,region_37,brand_1,0.0
2020-06,region_37,brand_2,0.0
2020-06,region_37,brand_3,20845.77
2020-06,region_37,brand_12_market,222850.53
2020-06,region_37,brand_3_market,413107.43
2020-06,region_38,brand_1,0.0
2020-06,region_38,brand_2,0.0
2020-06,region_38,brand_3,60925.62
2020-06,region_38,brand_12_market,273054.05
2020-06,region_38,brand_3_market,582794.18
2020-06,region_39,brand_1,0.0
2020-06,region_39,brand_2,0.0
2020-06,region_39,brand_3,71727.35
2020-06,region_39,brand_12_market,374887.34
2020-06,region_39,brand_3_market,775350.05
2020-06,region_40,brand_1,0.0
2020-06,region_40,brand_2,0.0
2020-06,region_40,brand_3,44303.34
2020-06,region_40,brand_12_market,272525.15
2020-06,region_40,brand_3_market,513777.28
2020-06,region_41,brand_1,0.0
2020-06,region_41,brand_2,0.0
2020-06,region_41,brand_3,47018.23
2020-06,region_41,brand_12_market,352377.78
2020-06,region_41,brand_3_market,703710.41
2020-06,region_42,brand_1,0.0
2020-06,region_42,brand_2,0.0
2020-06,region_42,brand_3,43761.69
2020-06,region_42,brand_12_market,278103.38
2020-06,region_42,brand_3_market,548960.33
2020-06,region_43,brand_1,0.0
2020-06,region_43,brand_2,0.0
2020-06,region_43,brand_3,61149.69
2020-06,region_43,brand_12_market,365193.05
2020-06,region_43,brand_3_market,807711.28
2020-06,region_44,brand_1,0.0
2020-06,region_44,brand_2,0.0
2020-06,region_44,brand_3,44382.49
2020-06,region_44,brand_12_market,437810.98
2020-06,region_44,brand_3_market,758865.61
2020-06,region_45,brand_1,0.0
2020-06,region_45,brand_2,0.0
2020-06,region_45,brand_3,80721.21
2020-06,region_45,brand_12_market,413919.87
2020-06,region_45,brand_3_market,853440.78
2020-06,region_46,brand_1,0.0
2020-06,region_46,brand_2,0.0
2020-06,region_46,brand_3,14192.26
2020-06,region_46,brand_12_market,141826.45
2020-06,region_46,brand_3_market,237328.55
2020-06,region_47,brand_1,0.0
2020-06,region_47,brand_2,0.0
2020-06,region_47,brand_3,19934.51
2020-06,region_47,brand_12_market,198656.46
2020-06,region_47,brand_3_market,360270.99
2020-06,region_48,brand_1,0.0
2020-06,region_48,brand_2,0.0
2020-06,region_48,brand_3,49564.01
2020-06,region_48,brand_12_market,327517.42
2020-06,region_48,brand_3_market,653475.58
2020-06,region_49,brand_1,0.0
2020-06,region_49,brand_2,0.0
2020-06,region_49,brand_3,46788.49
2020-06,region_49,brand_12_market,391233.49
2020-06,region_49,brand_3_market,714407.35
2020-06,region_50,brand_1,0.0
2020-06,region_50,brand_2,0.0
2020-06,region_50,brand_3,58180.47
2020-06,region_50,brand_12_market,266920.18
2020-06,region_50,brand_3_market,515055.48
2020-06,region_51,brand_1,0.0
2020-06,region_51,brand_2,0.0
2020-06,region_51,brand_3,85447.45
2020-06,region_51,brand_12_market,221478.28
2020-06,region_51,brand_3_market,532182.31
2020-06,region_52,brand_1,0.0
2020-06,region_52,brand_2,0.0
2020-06,region_52,brand_3,40405.01
2020-06,region_52,brand_12_market,364297.19
2020-06,region_52,brand_3_market,679533.6
2020-06,region_53,brand_1,0.0
2020-06,region_53,brand_2,0.0
2020-06,region_53,brand_3,22151.06
2020-06,region_53,brand_12_market,205927.16
2020-06,region_53,brand_3_market,354863.0
2020-06,region_54,brand_1,0.0
2020-06,region_54,brand_2,0.0
2020-06,region_54,brand_3,89135.09
2020-06,region_54,brand_12_market,294856.93
2020-06,region_54,brand_3_market,604026.86
2020-06,region_55,brand_1,0.0
2020-06,region_55,brand_2,0.0
2020-06,region_55,brand_3,61231.65
2020-06,region_55,brand_12_market,294087.71
2020-06,region_55,brand_3_market,596513.92
2020-06,region_56,brand_1,0.0
2020-06,region_56,brand_2,0.0
2020-06,region_56,brand_3,43968.25
2020-06,region_56,brand_12_market,224475.3
2020-06,region_56,brand_3_market,427690.22
2020-06,region_57,brand_1,0.0
2020-06,region_57,brand_2,0.0
2020-06,region_57,brand_3,57994.97
2020-06,region_57,brand_12_market,276662.33
2020-06,region_57,brand_3_market,522518.0
2020-06,region_58,brand_1,0.0
2020-06,region_58,brand_2,0.0
2020-06,region_58,brand_3,10567.88
2020-06,region_58,brand_12_market,151777.67
2020-06,region_58,brand_3_market,290256.0
2020-06,region_59,brand_1,0.0
2020-06,region_59,brand_2,0.0
2020-06,region_59,brand_3,31763.32
2020-06,region_59,brand_12_market,310831.38
2020-06,region_59,brand_3_market,556594.3
2020-06,region_60,brand_1,0.0
2020-06,region_60,brand_2,0.0
2020-06,region_60,brand_3,25486.64
2020-06,region_60,brand_12_market,226247.49
2020-06,region_60,brand_3_market,427912.87
2020-06,region_61,brand_1,0.0
2020-06,region_61,brand_2,0.0
2020-06,region_61,brand_3,48758.3
2020-06,region_61,brand_12_market,352125.5
2020-06,region_61,brand_3_market,625131.19
2020-06,region_62,brand_1,0.0
2020-06,region_62,brand_2,0.0
2020-06,region_62,brand_3,32360.54
2020-06,region_62,brand_12_market,322607.39
2020-06,region_62,brand_3_market,628766.68
2020-06,region_63,brand_1,0.0
2020-06,region_63,brand_2,0.0
2020-06,region_63,brand_3,46829.72
2020-06,region_63,brand_12_market,440561.86
2020-06,region_63,brand_3_market,759162.9
2020-06,region_64,brand_1,0.0
2020-06,region_64,brand_2,0.0
2020-06,region_64,brand_3,57729.7
2020-06,region_64,brand_12_market,225445.54
2020-06,region_64,brand_3_market,445645.98
2020-06,region_65,brand_1,0.0
2020-06,region_65,brand_2,0.0
2020-06,region_65,brand_3,31717.26
2020-06,region_65,brand_12_market,203321.79
2020-06,region_65,brand_3_market,465838.45
2020-06,region_66,brand_1,0.0
2020-06,region_66,brand_2,0.0
2020-06,region_66,brand_3,24305.15
2020-06,region_66,brand_12_market,266233.48
2020-06,region_66,brand_3_market,474755.12
2020-06,region_67,brand_1,0.0
2020-06,region_67,brand_2,0.0
2020-06,region_67,brand_3,60341.1
2020-06,region_67,brand_12_market,240575.66
2020-06,region_67,brand_3_market,492413.48
2020-06,region_68,brand_1,0.0
2020-06,region_68,brand_2,0.0
2020-06,region_68,brand_3,46284.95
2020-06,region_68,brand_12_market,303931.8
2020-06,region_68,brand_3_market,586422.39
2020-06,region_69,brand_1,0.0
2020-06,region_69,brand_2,0.0
2020-06,region_69,brand_3,31331.52
2020-06,region_69,brand_12_market,313602.0
2020-06,region_69,brand_3_market,567448.21
2020-06,region_70,brand_1,0.0
2020-06,region_70,brand_2,0.0
2020-06,region_70,brand_3,32304.87
2020-06,region_70,brand_12_market,267067.09
2020-06,region_70,brand_3_market,461001.34
2020-06,region_71,brand_1,0.0
2020-06,region_71,brand_2,0.0
2020-06,region_71,brand_3,52994.36
2020-06,region_71,brand_12_market,390567.63
