hcp,specialty,region,brand,month,channel,count
26099,General practicioner,region_170,brand_2,2020-07,f2f,2
26937,General practicioner,region_170,brand_2,2020-07,f2f,1
27599,Internal medicine / pneumology,region_170,brand_2,2020-07,f2f,1
28295,General practicioner,region_170,brand_2,2020-07,f2f,1
29236,Internal medicine,region_170,brand_2,2020-07,f2f,1
29760,General practicioner,region_170,brand_2,2020-07,f2f,1
31151,General practicioner,region_170,brand_2,2020-07,f2f,1
32140,General practicioner,region_170,brand_2,2020-07,f2f,2
33141,Internal medicine,region_170,brand_2,2020-07,f2f,1
33504,Internal medicine,region_170,brand_2,2020-07,f2f,1
33749,General practicioner,region_170,brand_2,2020-07,f2f,2
35066,Internal medicine / pneumology,region_170,brand_2,2020-07,f2f,2
36854,Internal medicine,region_170,brand_2,2020-07,f2f,2
38602,Internal medicine / pneumology,region_170,brand_2,2020-07,f2f,4
41404,General practicioner,region_170,brand_2,2020-07,f2f,1
41855,Internal medicine / pneumology,region_170,brand_2,2020-07,f2f,1
42061,General practicioner,region_170,brand_2,2020-07,phone,1
42816,Internal medicine / pneumology,region_170,brand_2,2020-07,f2f,2
43583,Internal medicine / pneumology,region_170,brand_2,2020-07,f2f,2
43641,Internal medicine / pneumology,region_170,brand_2,2020-07,f2f,3
43641,Internal medicine / pneumology,region_170,brand_2,2020-07,phone,1
48626,Internal medicine,region_170,brand_2,2020-07,f2f,1
50092,Internal medicine / pneumology,region_170,brand_2,2020-07,f2f,2
50092,Internal medicine / pneumology,region_170,brand_2,2020-07,phone,1
50846,General practicioner,region_170,brand_2,2020-07,f2f,1
51123,General practicioner,region_170,brand_2,2020-07,f2f,2
51296,General practicioner,region_170,brand_2,2020-07,f2f,1
51895,Internal medicine,region_170,brand_2,2020-07,f2f,1
51960,General practicioner,region_170,brand_2,2020-07,f2f,1
51978,General practicioner,region_170,brand_2,2020-07,f2f,2
53115,Internal medicine / pneumology,region_170,brand_2,2020-07,f2f,1
53434,Internal medicine / pneumology,region_170,brand_2,2020-07,f2f,2
53639,General practicioner,region_170,brand_2,2020-07,f2f,1
53807,Internal medicine,region_170,brand_2,2020-07,f2f,1
56864,General practicioner,region_170,brand_2,2020-07,f2f,1
59016,Internal medicine / pneumology,region_170,brand_2,2020-07,phone,2
72021,Internal medicine / pneumology,region_170,brand_2,2020-07,f2f,1
72290,Internal medicine,region_170,brand_2,2020-07,f2f,2
73021,General practicioner,region_170,brand_2,2020-07,f2f,1
73084,General practicioner,region_170,brand_2,2020-07,f2f,2
74300,General practicioner,region_170,brand_2,2020-07,f2f,1
75354,Internal medicine / pneumology,region_170,brand_2,2020-07,f2f,1
76334,Internal medicine,region_170,brand_2,2020-07,f2f,1
79901,General practicioner,region_170,brand_2,2020-07,f2f,1
83963,Internal medicine,region_170,brand_2,2020-07,f2f,1
85270,General practicioner,region_170,brand_2,2020-07,f2f,1
86381,Pediatrician,region_170,brand_2,2020-07,f2f,1
86381,Pediatrician,region_170,brand_2,2020-07,phone,1
86382,Pediatrician,region_170,brand_2,2020-07,f2f,1
86383,Pediatrician,region_170,brand_2,2020-07,f2f,2
86383,Pediatrician,region_170,brand_2,2020-07,phone,1
86385,Pediatrician,region_170,brand_2,2020-07,f2f,1
86385,Pediatrician,region_170,brand_2,2020-07,phone,1
86387,Pediatrician,region_170,brand_2,2020-07,f2f,3
13443,Internal medicine,region_171,brand_2,2020-07,f2f,1
16961,Internal medicine,region_171,brand_2,2020-07,f2f,1
20834,Internal medicine,region_171,brand_2,2020-07,phone,1
21858,Internal medicine / pneumology,region_171,brand_2,2020-07,f2f,1
23288,General practicioner,region_171,brand_2,2020-07,f2f,1
27608,Internal medicine / pneumology,region_171,brand_2,2020-07,phone,1
35117,General practicioner,region_171,brand_2,2020-07,f2f,1
35694,Internal medicine,region_171,brand_2,2020-07,f2f,1
39847,General practicioner,region_171,brand_2,2020-07,f2f,1
42216,General practicioner,region_171,brand_2,2020-07,f2f,1
43346,Internal medicine,region_171,brand_2,2020-07,phone,1
46210,General practicioner,region_171,brand_2,2020-07,f2f,1
57390,General practicioner,region_171,brand_2,2020-07,f2f,1
59297,Internal medicine,region_171,brand_2,2020-07,f2f,1
78511,General practicioner,region_171,brand_2,2020-07,f2f,1
81771,General practicioner,region_171,brand_2,2020-07,f2f,1
13276,General practicioner,region_172,brand_2,2020-07,f2f,1
15278,Internal medicine,region_172,brand_2,2020-07,f2f,1
22786,General practicioner,region_172,brand_2,2020-07,f2f,1
25179,General practicioner,region_172,brand_2,2020-07,phone,1
25324,General practicioner,region_172,brand_2,2020-07,phone,1
25860,Internal medicine / pneumology,region_172,brand_2,2020-07,f2f,1
26378,General practicioner,region_172,brand_2,2020-07,f2f,1
27148,General practicioner,region_172,brand_2,2020-07,f2f,1
27965,Internal medicine / pneumology,region_172,brand_2,2020-07,f2f,1
30953,General practicioner,region_172,brand_2,2020-07,f2f,1
32801,Internal medicine,region_172,brand_2,2020-07,f2f,1
32801,Internal medicine,region_172,brand_2,2020-07,phone,1
40807,Internal medicine / pneumology,region_172,brand_2,2020-07,f2f,1
43000,General practicioner,region_172,brand_2,2020-07,f2f,1
44170,Internal medicine,region_172,brand_2,2020-07,f2f,1
45183,General practicioner,region_172,brand_2,2020-07,f2f,1
48043,General practicioner,region_172,brand_2,2020-07,f2f,1
48432,General practicioner,region_172,brand_2,2020-07,f2f,1
72925,Internal medicine / pneumology,region_172,brand_2,2020-07,f2f,1
74853,General practicioner,region_172,brand_2,2020-07,f2f,1
80080,General practicioner,region_172,brand_2,2020-07,f2f,1
80901,Internal medicine,region_172,brand_2,2020-07,f2f,1
86657,Internal medicine,region_172,brand_2,2020-07,phone,1
86660,Pediatrician,region_172,brand_2,2020-07,f2f,1
13483,General practicioner,region_173,brand_2,2020-07,f2f,1
23578,Internal medicine,region_173,brand_2,2020-07,phone,1
26580,Internal medicine / pneumology,region_173,brand_2,2020-07,f2f,1
27369,Internal medicine / pneumology,region_173,brand_2,2020-07,f2f,1
27388,General practicioner,region_173,brand_2,2020-07,f2f,1
29012,General practicioner,region_173,brand_2,2020-07,f2f,1
29218,General practicioner,region_173,brand_2,2020-07,f2f,1
31031,General practicioner,region_173,brand_2,2020-07,phone,1
31123,Internal medicine / pneumology,region_173,brand_2,2020-07,f2f,1
32593,General practicioner,region_173,brand_2,2020-07,f2f,1
33495,General practicioner,region_173,brand_2,2020-07,f2f,1
33870,Internal medicine / pneumology,region_173,brand_2,2020-07,f2f,1
36877,General practicioner,region_173,brand_2,2020-07,f2f,1
40672,Internal medicine / pneumology,region_173,brand_2,2020-07,f2f,1
41497,General practicioner,region_173,brand_2,2020-07,f2f,1
43403,Internal medicine / pneumology,region_173,brand_2,2020-07,f2f,1
45015,General practicioner,region_173,brand_2,2020-07,f2f,1
46014,General practicioner,region_173,brand_2,2020-07,f2f,1
47532,General practicioner,region_173,brand_2,2020-07,f2f,1
56404,Internal medicine,region_173,brand_2,2020-07,f2f,1
56648,General practicioner,region_173,brand_2,2020-07,f2f,1
57289,General practicioner,region_173,brand_2,2020-07,f2f,1
59443,General practicioner,region_173,brand_2,2020-07,f2f,1
64277,General practicioner,region_173,brand_2,2020-07,f2f,1
64598,Internal medicine,region_173,brand_2,2020-07,f2f,1
68397,Internal medicine,region_173,brand_2,2020-07,f2f,1
71710,Internal medicine / pneumology,region_173,brand_2,2020-07,f2f,1
80921,General practicioner,region_173,brand_2,2020-07,f2f,1
86574,Internal medicine / pneumology,region_173,brand_2,2020-07,f2f,1
86578,Internal medicine,region_173,brand_2,2020-07,f2f,1
26319,General practicioner,region_174,brand_2,2020-07,f2f,1
39296,Internal medicine / pneumology,region_174,brand_2,2020-07,f2f,2
47084,General practicioner,region_174,brand_2,2020-07,f2f,1
74786,Internal medicine / pneumology,region_174,brand_2,2020-07,f2f,1
82617,General practicioner,region_174,brand_2,2020-07,f2f,1
16985,General practicioner,region_175,brand_2,2020-07,f2f,1
25978,Internal medicine / pneumology,region_175,brand_2,2020-07,f2f,1
38910,General practicioner,region_175,brand_2,2020-07,f2f,1
79419,Internal medicine / pneumology,region_175,brand_2,2020-07,f2f,1
85220,General practicioner,region_175,brand_2,2020-07,f2f,1
85220,General practicioner,region_175,brand_2,2020-07,phone,1
3229,General practicioner,region_176,brand_2,2020-07,f2f,1
15020,Internal medicine / pneumology,region_176,brand_2,2020-07,f2f,1
23606,Internal medicine,region_176,brand_2,2020-07,f2f,1
25268,Internal medicine / pneumology,region_176,brand_2,2020-07,f2f,1
30762,General practicioner,region_176,brand_2,2020-07,f2f,1
32765,General practicioner,region_176,brand_2,2020-07,f2f,1
35521,General practicioner,region_176,brand_2,2020-07,f2f,1
51269,Internal medicine / pneumology,region_176,brand_2,2020-07,f2f,1
52409,Internal medicine,region_176,brand_2,2020-07,f2f,1
57060,General practicioner,region_176,brand_2,2020-07,f2f,1
62150,General practicioner,region_176,brand_2,2020-07,f2f,1
68543,General practicioner,region_176,brand_2,2020-07,f2f,1
70591,General practicioner,region_176,brand_2,2020-07,f2f,2
72514,General practicioner,region_176,brand_2,2020-07,phone,1
86143,General practicioner,region_176,brand_2,2020-07,f2f,1
86222,Pediatrician,region_176,brand_2,2020-07,f2f,2
86224,Pediatrician,region_176,brand_2,2020-07,f2f,1
86225,Pediatrician,region_176,brand_2,2020-07,f2f,1
12372,Internal medicine,region_177,brand_2,2020-07,f2f,1
13295,Internal medicine / pneumology,region_177,brand_2,2020-07,f2f,2
29900,Internal medicine and general practicioner,region_177,brand_2,2020-07,f2f,1
30774,Internal medicine / pneumology,region_177,brand_2,2020-07,f2f,2
35407,General practicioner,region_177,brand_2,2020-07,f2f,1
35407,General practicioner,region_177,brand_2,2020-07,phone,1
37456,Internal medicine / pneumology,region_177,brand_2,2020-07,f2f,2
39685,General practicioner,region_177,brand_2,2020-07,f2f,1
41283,General practicioner,region_177,brand_2,2020-07,f2f,1
43024,General practicioner,region_177,brand_2,2020-07,f2f,1
43092,General practicioner,region_177,brand_2,2020-07,f2f,1
44878,General practicioner,region_177,brand_2,2020-07,f2f,1
45145,General practicioner,region_177,brand_2,2020-07,f2f,1
47990,Internal medicine / pneumology,region_177,brand_2,2020-07,f2f,1
55193,General practicioner,region_177,brand_2,2020-07,f2f,1
57440,General practicioner,region_177,brand_2,2020-07,f2f,1
61941,General practicioner,region_177,brand_2,2020-07,f2f,1
61942,General practicioner,region_177,brand_2,2020-07,f2f,1
62206,Internal medicine / pneumology,region_177,brand_2,2020-07,f2f,1
64076,General practicioner,region_177,brand_2,2020-07,f2f,1
64288,General practicioner,region_177,brand_2,2020-07,f2f,1
66315,General practicioner,region_177,brand_2,2020-07,f2f,1
68985,Internal medicine and general practicioner,region_177,brand_2,2020-07,f2f,1
69237,Internal medicine / pneumology,region_177,brand_2,2020-07,phone,1
73966,Internal medicine,region_177,brand_2,2020-07,f2f,1
77110,Internal medicine,region_177,brand_2,2020-07,f2f,1
78608,Internal medicine,region_177,brand_2,2020-07,f2f,1
11865,General practicioner,region_179,brand_2,2020-07,f2f,1
12305,Internal medicine,region_179,brand_2,2020-07,f2f,1
20614,Internal medicine / pneumology,region_179,brand_2,2020-07,f2f,2
22250,General practicioner,region_179,brand_2,2020-07,f2f,1
22341,Internal medicine,region_179,brand_2,2020-07,f2f,2
24268,Internal medicine,region_179,brand_2,2020-07,f2f,1
38389,General practicioner,region_179,brand_2,2020-07,f2f,1
38702,General practicioner,region_179,brand_2,2020-07,f2f,1
39703,General practicioner,region_179,brand_2,2020-07,f2f,1
41645,General practicioner,region_179,brand_2,2020-07,f2f,1
46060,General practicioner,region_179,brand_2,2020-07,f2f,1
46998,General practicioner,region_179,brand_2,2020-07,f2f,1
49133,General practicioner,region_179,brand_2,2020-07,f2f,1
50133,General practicioner,region_179,brand_2,2020-07,f2f,1
50858,General practicioner,region_179,brand_2,2020-07,f2f,1
51115,General practicioner,region_179,brand_2,2020-07,f2f,1
51474,Internal medicine / pneumology,region_179,brand_2,2020-07,f2f,1
51933,Internal medicine,region_179,brand_2,2020-07,f2f,1
52330,General practicioner,region_179,brand_2,2020-07,f2f,1
52335,General practicioner,region_179,brand_2,2020-07,f2f,1
53482,General practicioner,region_179,brand_2,2020-07,f2f,1
53966,Internal medicine / pneumology,region_179,brand_2,2020-07,f2f,1
56409,Internal medicine / pneumology,region_179,brand_2,2020-07,f2f,1
62041,Internal medicine / pneumology,region_179,brand_2,2020-07,f2f,2
65335,Internal medicine / pneumology,region_179,brand_2,2020-07,f2f,2
70459,Internal medicine,region_179,brand_2,2020-07,f2f,1
70778,Internal medicine / pneumology,region_179,brand_2,2020-07,f2f,1
72284,General practicioner,region_179,brand_2,2020-07,f2f,1
75602,Internal medicine / pneumology,region_179,brand_2,2020-07,f2f,1
75641,Internal medicine / pneumology,region_179,brand_2,2020-07,f2f,1
85980,Internal medicine / pneumology,region_179,brand_2,2020-07,f2f,1
86303,Internal medicine / pneumology,region_179,brand_2,2020-07,f2f,1
86310,Internal medicine,region_179,brand_2,2020-07,f2f,1
13286,General practicioner,region_180,brand_2,2020-07,f2f,1
13286,General practicioner,region_180,brand_2,2020-07,phone,1
13372,General practicioner,region_180,brand_2,2020-07,phone,1
13501,General practicioner,region_180,brand_2,2020-07,phone,1
24519,General practicioner,region_180,brand_2,2020-07,f2f,1
30818,General practicioner,region_180,brand_2,2020-07,phone,2
32442,General practicioner,region_180,brand_2,2020-07,phone,1
36226,Internal medicine / pneumology,region_180,brand_2,2020-07,phone,1
37973,Internal medicine / pneumology,region_180,brand_2,2020-07,f2f,2
37973,Internal medicine / pneumology,region_180,brand_2,2020-07,phone,2
40731,General practicioner,region_180,brand_2,2020-07,phone,2
44552,Internal medicine / pneumology,region_180,brand_2,2020-07,phone,2
58704,Internal medicine,region_180,brand_2,2020-07,f2f,1
72486,General practicioner,region_180,brand_2,2020-07,phone,1
75062,General practicioner,region_180,brand_2,2020-07,phone,1
4268,General practicioner,region_181,brand_2,2020-07,f2f,1
13143,Internal medicine / pneumology,region_181,brand_2,2020-07,phone,1
13143,Internal medicine / pneumology,region_181,brand_2,2020-07,video,1
17959,General practicioner,region_181,brand_2,2020-07,f2f,1
18842,Internal medicine and general practicioner,region_181,brand_2,2020-07,f2f,1
19830,Internal medicine,region_181,brand_2,2020-07,f2f,1
19830,Internal medicine,region_181,brand_2,2020-07,video,1
23490,Internal medicine,region_181,brand_2,2020-07,f2f,1
25327,General practicioner,region_181,brand_2,2020-07,phone,1
28093,General practicioner,region_181,brand_2,2020-07,f2f,1
30013,Internal medicine,region_181,brand_2,2020-07,f2f,1
30013,Internal medicine,region_181,brand_2,2020-07,video,1
30792,General practicioner,region_181,brand_2,2020-07,video,1
31129,Internal medicine / pneumology,region_181,brand_2,2020-07,phone,2
32792,Internal medicine / pneumology,region_181,brand_2,2020-07,f2f,1
32792,Internal medicine / pneumology,region_181,brand_2,2020-07,phone,1
39147,General practicioner,region_181,brand_2,2020-07,video,1
39583,Internal medicine / pneumology,region_181,brand_2,2020-07,f2f,1
39583,Internal medicine / pneumology,region_181,brand_2,2020-07,phone,1
42999,Internal medicine and general practicioner,region_181,brand_2,2020-07,f2f,1
43215,General practicioner,region_181,brand_2,2020-07,f2f,1
44096,General practicioner,region_181,brand_2,2020-07,f2f,1
44877,Internal medicine,region_181,brand_2,2020-07,f2f,1
46417,General practicioner,region_181,brand_2,2020-07,f2f,1
56352,General practicioner,region_181,brand_2,2020-07,f2f,1
56375,General practicioner,region_181,brand_2,2020-07,f2f,1
58258,General practicioner,region_181,brand_2,2020-07,f2f,1
61815,General practicioner,region_181,brand_2,2020-07,f2f,1
62158,General practicioner,region_181,brand_2,2020-07,phone,1
63036,General practicioner,region_181,brand_2,2020-07,phone,1
64647,General practicioner,region_181,brand_2,2020-07,f2f,1
64914,Internal medicine / pneumology,region_181,brand_2,2020-07,f2f,1
67921,Internal medicine / pneumology,region_181,brand_2,2020-07,f2f,1
68865,General practicioner,region_181,brand_2,2020-07,f2f,1
69337,General practicioner,region_181,brand_2,2020-07,f2f,1
69480,General practicioner,region_181,brand_2,2020-07,f2f,1
69480,General practicioner,region_181,brand_2,2020-07,video,1
70524,General practicioner,region_181,brand_2,2020-07,f2f,1
72427,Internal medicine,region_181,brand_2,2020-07,f2f,1
79066,Internal medicine,region_181,brand_2,2020-07,f2f,1
79218,Internal medicine,region_181,brand_2,2020-07,f2f,1
79218,Internal medicine,region_181,brand_2,2020-07,video,1
80178,General practicioner,region_181,brand_2,2020-07,f2f,1
86872,Internal medicine,region_181,brand_2,2020-07,f2f,1
86875,Pediatrician,region_181,brand_2,2020-07,f2f,1
3215,Internal medicine / pneumology,region_182,brand_2,2020-07,f2f,2
17156,General practicioner,region_182,brand_2,2020-07,f2f,1
18600,Internal medicine / pneumology,region_182,brand_2,2020-07,f2f,1
23727,General practicioner,region_182,brand_2,2020-07,f2f,1
25873,Internal medicine / pneumology,region_182,brand_2,2020-07,f2f,1
27204,General practicioner,region_182,brand_2,2020-07,f2f,1
36646,General practicioner,region_182,brand_2,2020-07,f2f,1
47658,General practicioner,region_182,brand_2,2020-07,f2f,1
48604,Internal medicine / pneumology,region_182,brand_2,2020-07,f2f,1
57581,General practicioner,region_182,brand_2,2020-07,f2f,1
58298,Internal medicine / pneumology,region_182,brand_2,2020-07,f2f,1
68054,General practicioner,region_182,brand_2,2020-07,f2f,1
71562,Internal medicine / pneumology,region_182,brand_2,2020-07,f2f,1
84000,Internal medicine,region_182,brand_2,2020-07,f2f,1
86927,Pediatrician,region_182,brand_2,2020-07,f2f,1
24290,General practicioner,region_183,brand_2,2020-07,f2f,1
42159,Internal medicine,region_183,brand_2,2020-07,f2f,1
47726,Internal medicine,region_183,brand_2,2020-07,f2f,1
47867,General practicioner,region_183,brand_2,2020-07,f2f,1
48424,Internal medicine,region_183,brand_2,2020-07,f2f,1
57454,General practicioner,region_183,brand_2,2020-07,f2f,1
59889,Internal medicine and general practicioner,region_183,brand_2,2020-07,f2f,1
63542,General practicioner,region_183,brand_2,2020-07,f2f,1
65399,Internal medicine,region_183,brand_2,2020-07,f2f,1
66533,General practicioner,region_183,brand_2,2020-07,f2f,1
68174,General practicioner,region_183,brand_2,2020-07,f2f,1
68532,Internal medicine / pneumology,region_183,brand_2,2020-07,f2f,1
68967,General practicioner,region_183,brand_2,2020-07,f2f,1
86996,Pediatrician,region_183,brand_2,2020-07,f2f,1
5903,Internal medicine / pneumology,region_184,brand_2,2020-07,f2f,1
14610,Internal medicine,region_184,brand_2,2020-07,f2f,1
17856,Internal medicine / pneumology,region_184,brand_2,2020-07,f2f,1
17882,General practicioner,region_184,brand_2,2020-07,f2f,1
18775,Internal medicine,region_184,brand_2,2020-07,f2f,1
23712,General practicioner,region_184,brand_2,2020-07,f2f,2
32904,General practicioner,region_184,brand_2,2020-07,f2f,1
36970,General practicioner,region_184,brand_2,2020-07,f2f,1
38972,Internal medicine / pneumology,region_184,brand_2,2020-07,phone,1
39382,Internal medicine / pneumology,region_184,brand_2,2020-07,f2f,1
44192,General practicioner,region_184,brand_2,2020-07,phone,1
49439,General practicioner,region_184,brand_2,2020-07,phone,1
50683,General practicioner,region_184,brand_2,2020-07,f2f,1
56132,Internal medicine,region_184,brand_2,2020-07,f2f,1
60340,General practicioner,region_184,brand_2,2020-07,f2f,1
71270,Internal medicine / pneumology,region_184,brand_2,2020-07,f2f,2
72177,General practicioner,region_184,brand_2,2020-07,phone,1
85948,General practicioner,region_184,brand_2,2020-07,phone,1
86887,General practicioner,region_184,brand_2,2020-07,f2f,1
86888,General practicioner,region_184,brand_2,2020-07,f2f,1
14563,General practicioner,region_185,brand_2,2020-07,f2f,1
20749,Internal medicine,region_185,brand_2,2020-07,f2f,1
25475,Internal medicine / pneumology,region_185,brand_2,2020-07,f2f,1
26161,General practicioner,region_185,brand_2,2020-07,f2f,1
31533,Internal medicine,region_185,brand_2,2020-07,f2f,1
34559,Internal medicine / pneumology,region_185,brand_2,2020-07,f2f,1
43337,General practicioner,region_185,brand_2,2020-07,f2f,1
44250,General practicioner,region_185,brand_2,2020-07,f2f,1
51352,General practicioner,region_185,brand_2,2020-07,f2f,1
54624,Internal medicine,region_185,brand_2,2020-07,f2f,1
57109,General practicioner,region_185,brand_2,2020-07,f2f,1
57167,Internal medicine,region_185,brand_2,2020-07,f2f,1
59125,General practicioner,region_185,brand_2,2020-07,f2f,1
68265,Internal medicine / pneumology,region_185,brand_2,2020-07,f2f,1
75799,Internal medicine,region_185,brand_2,2020-07,f2f,1
79948,Internal medicine,region_185,brand_2,2020-07,f2f,1
80786,Internal medicine,region_185,brand_2,2020-07,f2f,1
81928,Internal medicine / pneumology,region_185,brand_2,2020-07,f2f,1
86516,Pediatrician,region_185,brand_2,2020-07,f2f,1
86517,Pediatrician,region_185,brand_2,2020-07,f2f,1
4438,Internal medicine,region_186,brand_2,2020-07,f2f,1
11724,General practicioner,region_186,brand_2,2020-07,f2f,1
46590,General practicioner,region_186,brand_2,2020-07,f2f,1
52037,General practicioner,region_186,brand_2,2020-07,f2f,1
58309,General practicioner,region_186,brand_2,2020-07,f2f,1
68289,Internal medicine / pneumology,region_186,brand_2,2020-07,f2f,2
71442,General practicioner,region_186,brand_2,2020-07,f2f,1
12341,General practicioner,region_187,brand_2,2020-07,f2f,1
15132,General practicioner,region_187,brand_2,2020-07,f2f,1
17834,General practicioner,region_187,brand_2,2020-07,f2f,1
19010,General practicioner,region_187,brand_2,2020-07,f2f,1
22813,General practicioner,region_187,brand_2,2020-07,f2f,1
24362,Internal medicine,region_187,brand_2,2020-07,f2f,1
25329,General practicioner,region_187,brand_2,2020-07,f2f,1
27024,General practicioner,region_187,brand_2,2020-07,f2f,1
27451,General practicioner,region_187,brand_2,2020-07,f2f,1
30008,Internal medicine / pneumology,region_187,brand_2,2020-07,f2f,1
30747,Internal medicine,region_187,brand_2,2020-07,f2f,1
31650,Internal medicine,region_187,brand_2,2020-07,f2f,1
33941,General practicioner,region_187,brand_2,2020-07,f2f,1
34948,General practicioner,region_187,brand_2,2020-07,f2f,1
37951,General practicioner,region_187,brand_2,2020-07,f2f,2
38497,Internal medicine,region_187,brand_2,2020-07,f2f,1
39397,General practicioner,region_187,brand_2,2020-07,f2f,1
40080,Internal medicine / pneumology,region_187,brand_2,2020-07,f2f,1
41264,General practicioner,region_187,brand_2,2020-07,f2f,1
42852,Internal medicine,region_187,brand_2,2020-07,f2f,1
44041,Internal medicine,region_187,brand_2,2020-07,f2f,1
45655,General practicioner,region_187,brand_2,2020-07,f2f,1
45829,Internal medicine,region_187,brand_2,2020-07,f2f,1
46127,General practicioner,region_187,brand_2,2020-07,f2f,1
47634,General practicioner,region_187,brand_2,2020-07,f2f,1
53207,General practicioner,region_187,brand_2,2020-07,f2f,1
54753,Internal medicine,region_187,brand_2,2020-07,f2f,1
55308,Internal medicine / pneumology,region_187,brand_2,2020-07,f2f,1
55308,Internal medicine / pneumology,region_187,brand_2,2020-07,phone,1
57630,General practicioner,region_187,brand_2,2020-07,f2f,1
57787,General practicioner,region_187,brand_2,2020-07,f2f,1
59485,General practicioner,region_187,brand_2,2020-07,f2f,1
60262,General practicioner,region_187,brand_2,2020-07,f2f,1
60850,General practicioner,region_187,brand_2,2020-07,f2f,1
64064,Internal medicine,region_187,brand_2,2020-07,f2f,1
65062,General practicioner,region_187,brand_2,2020-07,f2f,1
66403,General practicioner,region_187,brand_2,2020-07,f2f,1
68659,General practicioner,region_187,brand_2,2020-07,f2f,1
69575,Internal medicine / pneumology,region_187,brand_2,2020-07,f2f,2
79087,General practicioner,region_187,brand_2,2020-07,f2f,1
82728,General practicioner,region_187,brand_2,2020-07,f2f,1
86508,Pediatrician,region_187,brand_2,2020-07,phone,1
86509,Pediatrician,region_187,brand_2,2020-07,phone,1
86511,Pediatrician,region_187,brand_2,2020-07,phone,1
4707,Internal medicine / pneumology,region_188,brand_2,2020-07,f2f,1
19004,Internal medicine,region_188,brand_2,2020-07,f2f,2
20487,General practicioner,region_188,brand_2,2020-07,phone,1
23944,Internal medicine,region_188,brand_2,2020-07,f2f,1
24861,Internal medicine / pneumology,region_188,brand_2,2020-07,f2f,2
25114,Internal medicine,region_188,brand_2,2020-07,phone,1
26881,General practicioner,region_188,brand_2,2020-07,phone,1
31127,General practicioner,region_188,brand_2,2020-07,f2f,1
31604,Internal medicine,region_188,brand_2,2020-07,f2f,1
32513,Internal medicine,region_188,brand_2,2020-07,phone,1
33040,General practicioner,region_188,brand_2,2020-07,f2f,1
34085,General practicioner,region_188,brand_2,2020-07,f2f,1
34413,Internal medicine,region_188,brand_2,2020-07,f2f,1
35356,General practicioner,region_188,brand_2,2020-07,phone,1
37300,General practicioner,region_188,brand_2,2020-07,phone,1
38536,Internal medicine,region_188,brand_2,2020-07,f2f,1
39643,Internal medicine,region_188,brand_2,2020-07,phone,1
40146,Internal medicine,region_188,brand_2,2020-07,phone,1
42806,General practicioner,region_188,brand_2,2020-07,phone,1
43783,General practicioner,region_188,brand_2,2020-07,phone,1
45063,General practicioner,region_188,brand_2,2020-07,phone,1
45064,General practicioner,region_188,brand_2,2020-07,phone,1
46624,General practicioner,region_188,brand_2,2020-07,f2f,1
46879,Internal medicine,region_188,brand_2,2020-07,phone,1
47357,Internal medicine / pneumology,region_188,brand_2,2020-07,f2f,2
47377,Internal medicine,region_188,brand_2,2020-07,f2f,1
47450,General practicioner,region_188,brand_2,2020-07,phone,1
47987,General practicioner,region_188,brand_2,2020-07,phone,1
48182,General practicioner,region_188,brand_2,2020-07,phone,1
48629,General practicioner,region_188,brand_2,2020-07,phone,1
49353,General practicioner,region_188,brand_2,2020-07,phone,1
50013,General practicioner,region_188,brand_2,2020-07,f2f,1
50098,General practicioner,region_188,brand_2,2020-07,phone,1
50122,General practicioner,region_188,brand_2,2020-07,phone,1
50185,General practicioner,region_188,brand_2,2020-07,phone,1
50971,General practicioner,region_188,brand_2,2020-07,f2f,1
51135,Internal medicine,region_188,brand_2,2020-07,f2f,1
51744,General practicioner,region_188,brand_2,2020-07,phone,1
52710,General practicioner,region_188,brand_2,2020-07,f2f,1
53247,General practicioner,region_188,brand_2,2020-07,phone,1
53614,General practicioner,region_188,brand_2,2020-07,f2f,1
53701,Internal medicine,region_188,brand_2,2020-07,phone,1
53776,General practicioner,region_188,brand_2,2020-07,phone,1
53858,General practicioner,region_188,brand_2,2020-07,f2f,1
53972,General practicioner,region_188,brand_2,2020-07,f2f,1
54475,Internal medicine / pneumology,region_188,brand_2,2020-07,f2f,1
54570,General practicioner,region_188,brand_2,2020-07,phone,1
61673,General practicioner,region_188,brand_2,2020-07,f2f,1
62258,Internal medicine,region_188,brand_2,2020-07,f2f,1
68044,General practicioner,region_188,brand_2,2020-07,f2f,1
81705,Internal medicine / pneumology,region_188,brand_2,2020-07,f2f,1
84174,General practicioner,region_188,brand_2,2020-07,f2f,1
13438,Internal medicine / pneumology,region_189,brand_2,2020-07,phone,1
17474,Internal medicine,region_189,brand_2,2020-07,phone,1
17718,General practicioner,region_189,brand_2,2020-07,phone,1
19604,General practicioner,region_189,brand_2,2020-07,phone,1
20374,Internal medicine / pneumology,region_189,brand_2,2020-07,phone,1
24973,Internal medicine / pneumology,region_189,brand_2,2020-07,phone,1
26498,General practicioner,region_189,brand_2,2020-07,phone,1
27390,Internal medicine,region_189,brand_2,2020-07,phone,1
29242,Internal medicine / pneumology,region_189,brand_2,2020-07,phone,1
35028,Internal medicine / pneumology,region_189,brand_2,2020-07,phone,1
35404,General practicioner,region_189,brand_2,2020-07,phone,1
37879,Internal medicine,region_189,brand_2,2020-07,phone,1
40181,General practicioner,region_189,brand_2,2020-07,phone,1
43726,Internal medicine / pneumology,region_189,brand_2,2020-07,f2f,1
