,region,month,sales,delta_sales,rel_delta_sales,prevSales
429,region_21,2020-10,1038.79,474.90999999999997,0.8422182024544229,563.88
430,region_21,2020-11,1992.39,953.6000000000001,0.9179911242888361,1038.79
431,region_21,2020-12,1017.25,-975.1400000000001,-0.4894322898629284,1992.39
432,region_21,2021-01,982.22,-35.02999999999997,-0.034435979356107094,1017.25
433,region_21,2021-02,1186.08,203.8599999999999,0.2075502433263423,982.22
434,region_21,2021-03,1004.55,-181.52999999999997,-0.15305038445973285,1186.08
435,region_21,2021-04,1861.28,856.73,0.8528495346174905,1004.55
436,region_21,2021-05,1979.55,118.26999999999998,0.0635422934754577,1861.28
437,region_21,2021-06,856.74,-1122.81,-0.5672046677275138,1979.55
438,region_21,2021-07,1817.07,960.3299999999999,1.1209118285594228,856.74
439,region_21,2021-08,1101.29,-715.78,-0.3939198820078478,1817.07
440,region_22,2020-01,0.0,0.0,0.0,0.0
441,region_22,2020-02,0.0,0.0,0.0,0.0
442,region_22,2020-03,0.0,0.0,0.0,0.0
443,region_22,2020-04,0.0,0.0,0.0,0.0
444,region_22,2020-05,0.0,0.0,0.0,0.0
445,region_22,2020-06,0.0,0.0,0.0,0.0
446,region_22,2020-07,9.49,9.49,100.0,0.0
447,region_22,2020-08,303.41,293.92,30.97154899894626,9.49
448,region_22,2020-09,362.02,58.60999999999996,0.1931709567911406,303.41
449,region_22,2020-10,411.18,49.160000000000025,0.13579360256339434,362.02
450,region_22,2020-11,608.5,197.32,0.47988715404445736,411.18
451,region_22,2020-12,953.06,344.55999999999995,0.5662448644207065,608.5
452,region_22,2021-01,749.14,-203.91999999999996,-0.21396344406438206,953.06
453,region_22,2021-02,1117.31,368.16999999999996,0.4914568705448914,749.14
454,region_22,2021-03,729.85,-387.4599999999999,-0.3467793181838522,1117.31
455,region_22,2021-04,851.85,122.0,0.1671576351305062,729.85
456,region_22,2021-05,1312.65,460.80000000000007,0.5409403063919704,851.85
457,region_22,2021-06,788.67,-523.9800000000001,-0.39917723688721296,1312.65
458,region_22,2021-07,464.16,-324.50999999999993,-0.41146487123892117,788.67
459,region_22,2021-08,896.52,432.35999999999996,0.9314891416752842,464.16
460,region_23,2020-01,0.0,0.0,0.0,0.0
461,region_23,2020-02,0.0,0.0,0.0,0.0
462,region_23,2020-03,0.0,0.0,0.0,0.0
463,region_23,2020-04,0.0,0.0,0.0,0.0
464,region_23,2020-05,0.0,0.0,0.0,0.0
465,region_23,2020-06,0.0,0.0,0.0,0.0
466,region_23,2020-07,913.49,913.49,100.0,0.0
467,region_23,2020-08,1984.38,1070.89,1.1723062102486073,913.49
468,region_23,2020-09,1569.6,-414.7800000000002,-0.2090224654552052,1984.38
469,region_23,2020-10,2079.58,509.98,0.3249108053007135,1569.6
470,region_23,2020-11,3031.52,951.94,0.45775589301685926,2079.58
471,region_23,2020-12,2455.51,-576.0099999999998,-0.19000699319153425,3031.52
472,region_23,2021-01,2608.6,153.0899999999997,0.06234550052738519,2455.51
473,region_23,2021-02,4250.11,1641.5099999999998,0.6292685731810166,2608.6
474,region_23,2021-03,4496.09,245.98000000000047,0.05787614908790606,4250.11
475,region_23,2021-04,3748.56,-747.5300000000002,-0.16626224119179112,4496.09
476,region_23,2021-05,4018.13,269.57000000000016,0.0719129479053291,3748.56
477,region_23,2021-06,3258.16,-759.9700000000003,-0.18913524450428443,4018.13
478,region_23,2021-07,5589.95,2331.79,0.7156769464974095,3258.16
479,region_23,2021-08,3272.76,-2317.1899999999996,-0.4145278580309304,5589.95
480,region_24,2020-01,0.0,0.0,0.0,0.0
481,region_24,2020-02,0.0,0.0,0.0,0.0
482,region_24,2020-03,0.0,0.0,0.0,0.0
483,region_24,2020-04,0.0,0.0,0.0,0.0
484,region_24,2020-05,0.0,0.0,0.0,0.0
485,region_24,2020-06,0.0,0.0,0.0,0.0
486,region_24,2020-07,0.0,0.0,0.0,0.0
487,region_24,2020-08,0.0,0.0,0.0,0.0
488,region_24,2020-09,104.11,104.11,100.0,0.0
489,region_24,2020-10,0.0,-104.11,-1.0,104.11
490,region_24,2020-11,443.02,443.02,100.0,0.0
491,region_24,2020-12,77.56,-365.46,-0.8249288971152544,443.02
492,region_24,2021-01,143.04,65.47999999999999,0.8442496132026815,77.56
493,region_24,2021-02,476.75,333.71000000000004,2.3329837807606264,143.04
494,region_24,2021-03,935.95,459.20000000000005,0.9631882538017831,476.75
495,region_24,2021-04,459.15,-476.80000000000007,-0.5094289224851756,935.95
496,region_24,2021-05,833.41,374.26,0.815114886202766,459.15
497,region_24,2021-06,1249.63,416.22000000000014,0.49941805353907465,833.41
498,region_24,2021-07,1199.72,-49.91000000000008,-0.03993982218736747,1249.63
499,region_24,2021-08,871.8,-327.9200000000001,-0.2733304437702131,1199.72
500,region_25,2020-01,0.0,0.0,0.0,0.0
501,region_25,2020-02,0.0,0.0,0.0,0.0
502,region_25,2020-03,0.0,0.0,0.0,0.0
503,region_25,2020-04,0.0,0.0,0.0,0.0
504,region_25,2020-05,0.0,0.0,0.0,0.0
505,region_25,2020-06,0.0,0.0,0.0,0.0
506,region_25,2020-07,160.38,160.38,100.0,0.0
507,region_25,2020-08,149.07,-11.310000000000002,-0.07052001496445948,160.38
508,region_25,2020-09,375.03,225.95999999999998,1.515797947273093,149.07
509,region_25,2020-10,355.18,-19.849999999999966,-0.05292909900541276,375.03
510,region_25,2020-11,529.42,174.23999999999995,0.49056816262176905,355.18
511,region_25,2020-12,573.01,43.59000000000003,0.08233538589399725,529.42
512,region_25,2021-01,636.44,63.430000000000064,0.11069614840927744,573.01
513,region_25,2021-02,653.88,17.43999999999994,0.02740242599459486,636.44
514,region_25,2021-03,750.98,97.10000000000002,0.14849819538753284,653.88
515,region_25,2021-04,1257.3,506.31999999999994,0.674212362512983,750.98
516,region_25,2021-05,556.54,-700.76,-0.5573530581404598,1257.3
517,region_25,2021-06,705.83,149.29000000000008,0.2682466669062422,556.54
518,region_25,2021-07,464.73,-241.10000000000002,-0.3415836674553363,705.83
519,region_25,2021-08,604.22,139.49,0.3001527768811998,464.73
520,region_26,2020-01,0.0,0.0,0.0,0.0
521,region_26,2020-02,0.0,0.0,0.0,0.0
522,region_26,2020-03,0.0,0.0,0.0,0.0
523,region_26,2020-04,0.0,0.0,0.0,0.0
524,region_26,2020-05,0.0,0.0,0.0,0.0
525,region_26,2020-06,0.0,0.0,0.0,0.0
526,region_26,2020-07,104.11,104.11,100.0,0.0
527,region_26,2020-08,98.48,-5.6299999999999955,-0.054077418115454745,104.11
528,region_26,2020-09,0.0,-98.48,-1.0,98.48
529,region_26,2020-10,688.45,688.45,100.0,0.0
530,region_26,2020-11,548.83,-139.62,-0.20280339893964705,688.45
531,region_26,2020-12,503.95,-44.88000000000005,-0.08177395550534783,548.83
532,region_26,2021-01,58.94,-445.01,-0.8830439527730926,503.95
533,region_26,2021-02,696.08,637.1400000000001,10.80997624703088,58.94
534,region_26,2021-03,414.93,-281.15000000000003,-0.4039047235949891,696.08
535,region_26,2021-04,364.44,-50.49000000000001,-0.12168317547538143,414.93
536,region_26,2021-05,750.04,385.59999999999997,1.0580616836790693,364.44
537,region_26,2021-06,346.61,-403.42999999999995,-0.5378779798410751,750.04
538,region_26,2021-07,416.83,70.21999999999997,0.20259080811286445,346.61
539,region_26,2021-08,378.59,-38.24000000000001,-0.09174003790514118,416.83
540,region_27,2020-01,0.0,0.0,0.0,0.0
541,region_27,2020-02,0.0,0.0,0.0,0.0
542,region_27,2020-03,0.0,0.0,0.0,0.0
543,region_27,2020-04,0.0,0.0,0.0,0.0
544,region_27,2020-05,0.0,0.0,0.0,0.0
545,region_27,2020-06,0.0,0.0,0.0,0.0
546,region_27,2020-07,242.22,242.22,100.0,0.0
547,region_27,2020-08,250.36,8.140000000000015,0.033605812897366194,242.22
548,region_27,2020-09,70.35,-180.01000000000002,-0.7190046333280077,250.36
549,region_27,2020-10,296.41,226.06000000000003,3.213361762615494,70.35
550,region_27,2020-11,15.23,-281.18,-0.9486184676630343,296.41
551,region_27,2020-12,174.52,159.29000000000002,10.458962573867367,15.23
552,region_27,2021-01,308.03,133.50999999999996,0.7650126060050422,174.52
553,region_27,2021-02,297.17,-10.859999999999957,-0.035256306203941046,308.03
554,region_27,2021-03,363.97,66.80000000000001,0.22478715886529588,297.17
555,region_27,2021-04,133.5,-230.47000000000003,-0.6332115284226723,363.97
556,region_27,2021-05,174.52,41.02000000000001,0.3072659176029964,133.5
557,region_27,2021-06,211.06,36.53999999999999,0.20937428374971345,174.52
558,region_27,2021-07,390.17,179.11,0.8486212451435611,211.06
559,region_27,2021-08,578.02,187.84999999999997,0.48145680088166687,390.17
560,region_28,2020-01,0.0,0.0,0.0,0.0
561,region_28,2020-02,0.0,0.0,0.0,0.0
562,region_28,2020-03,0.0,0.0,0.0,0.0
563,region_28,2020-04,0.0,0.0,0.0,0.0
564,region_28,2020-05,0.0,0.0,0.0,0.0
565,region_28,2020-06,0.0,0.0,0.0,0.0
566,region_28,2020-07,48.56,48.56,100.0,0.0
567,region_28,2020-08,0.0,-48.56,-1.0,48.56
568,region_28,2020-09,0.0,0.0,0.0,0.0
569,region_28,2020-10,104.11,104.11,100.0,0.0
570,region_28,2020-11,632.83,528.72,5.078474690231486,104.11
571,region_28,2020-12,446.86,-185.97000000000003,-0.29387039173237683,632.83
572,region_28,2021-01,375.52,-71.34000000000003,-0.1596473168330127,446.86
573,region_28,2021-02,412.26,36.74000000000001,0.09783766510438863,375.52
574,region_28,2021-03,339.5,-72.75999999999999,-0.17649056420705378,412.26
575,region_28,2021-04,330.42,-9.079999999999984,-0.026745213549337232,339.5
576,region_28,2021-05,518.68,188.25999999999993,0.5697596997760423,330.42
577,region_28,2021-06,451.86,-66.81999999999994,-0.1288270224415824,518.68
578,region_28,2021-07,440.31,-11.550000000000011,-0.025561014473509558,451.86
579,region_28,2021-08,388.73,-51.579999999999984,-0.11714473893393285,440.31
580,region_29,2020-01,0.0,0.0,0.0,0.0
581,region_29,2020-02,0.0,0.0,0.0,0.0
582,region_29,2020-03,0.0,0.0,0.0,0.0
583,region_29,2020-04,0.0,0.0,0.0,0.0
584,region_29,2020-05,0.0,0.0,0.0,0.0
585,region_29,2020-06,0.0,0.0,0.0,0.0
586,region_29,2020-07,0.0,0.0,0.0,0.0
587,region_29,2020-08,35.17,35.17,100.0,0.0
588,region_29,2020-09,0.0,-35.17,-1.0,35.17
589,region_29,2020-10,167.42,167.42,100.0,0.0
590,region_29,2020-11,214.05,46.630000000000024,0.27852108469716885,167.42
591,region_29,2020-12,155.11,-58.94,-0.2753562251810324,214.05
592,region_29,2021-01,136.49,-18.620000000000005,-0.12004383985558642,155.11
593,region_29,2021-02,193.93,57.44,0.4208366913326984,136.49
594,region_29,2021-03,181.58,-12.349999999999994,-0.0636827721342752,193.93
595,region_29,2021-04,0.0,-181.58,-1.0,181.58
596,region_29,2021-05,180.3,180.3,100.0,0.0
597,region_29,2021-06,290.9,110.59999999999997,0.6134220743205765,180.3
598,region_29,2021-07,425.39,134.49,0.4623238226194568,290.9
599,region_29,2021-08,311.01,-114.38,-0.26888267237123575,425.39
600,region_30,2020-01,0.0,0.0,0.0,0.0
601,region_30,2020-02,0.0,0.0,0.0,0.0
602,region_30,2020-03,0.0,0.0,0.0,0.0
603,region_30,2020-04,0.0,0.0,0.0,0.0
604,region_30,2020-05,0.0,0.0,0.0,0.0
605,region_30,2020-06,0.0,0.0,0.0,0.0
606,region_30,2020-07,301.03,301.03,100.0,0.0
607,region_30,2020-08,0.0,-301.03,-1.0,301.03
608,region_30,2020-09,208.23,208.23,100.0,0.0
609,region_30,2020-10,766.26,558.03,2.6798732171156896,208.23
610,region_30,2020-11,418.33,-347.93,-0.4540625897215045,766.26
611,region_30,2020-12,455.87,37.54000000000002,0.08973776683479562,418.33
612,region_30,2021-01,1302.15,846.2800000000001,1.8564064316581481,455.87
613,region_30,2021-02,162.46,-1139.69,-0.8752371078600776,1302.15
614,region_30,2021-03,259.42,96.96000000000001,0.5968238335590299,162.46
615,region_30,2021-04,263.21,3.7899999999999636,0.014609513530182472,259.42
616,region_30,2021-05,327.44,64.23000000000002,0.24402568291478288,263.21
617,region_30,2021-06,509.53,182.08999999999997,0.5561018812606888,327.44
618,region_30,2021-07,686.59,177.06000000000006,0.3474967126567623,509.53
619,region_30,2021-08,0.0,-686.59,-1.0,686.59
620,region_31,2020-01,0.0,0.0,0.0,0.0
621,region_31,2020-02,0.0,0.0,0.0,0.0
622,region_31,2020-03,0.0,0.0,0.0,0.0
623,region_31,2020-04,0.0,0.0,0.0,0.0
624,region_31,2020-05,0.0,0.0,0.0,0.0
625,region_31,2020-06,0.0,0.0,0.0,0.0
626,region_31,2020-07,0.0,0.0,0.0,0.0
627,region_31,2020-08,105.52,105.52,100.0,0.0
628,region_31,2020-09,382.69,277.17,2.6267058377558756,105.52
629,region_31,2020-10,320.29,-62.39999999999998,-0.16305625963573644,382.69
630,region_31,2020-11,363.17,42.879999999999995,0.13387867245308938,320.29
631,region_31,2020-12,926.83,563.6600000000001,1.5520555111931054,363.17
632,region_31,2021-01,96.97,-829.86,-0.895374556283245,926.83
633,region_31,2021-02,496.67,399.70000000000005,4.121893369083222,96.97
634,region_31,2021-03,691.08,194.41000000000003,0.3914269031751465,496.67
635,region_31,2021-04,220.88,-470.20000000000005,-0.6803843259825202,691.08
636,region_31,2021-05,318.36,97.48000000000002,0.44132560666425213,220.88
637,region_31,2021-06,812.18,493.81999999999994,1.5511370775223017,318.36
638,region_31,2021-07,534.98,-277.19999999999993,-0.34130365189982514,812.18
639,region_31,2021-08,447.28,-87.70000000000005,-0.16393136192007185,534.98
640,region_32,2020-01,0.0,0.0,0.0,0.0
641,region_32,2020-02,0.0,0.0,0.0,0.0
642,region_32,2020-03,0.0,0.0,0.0,0.0
643,region_32,2020-04,0.0,0.0,0.0,0.0
644,region_32,2020-05,0.0,0.0,0.0,0.0
645,region_32,2020-06,0.0,0.0,0.0,0.0
646,region_32,2020-07,0.0,0.0,0.0,0.0
647,region_32,2020-08,35.17,35.17,100.0,0.0
648,region_32,2020-09,63.31,28.14,0.8001137332954222,35.17
649,region_32,2020-10,1306.24,1242.93,19.632443531827516,63.31
650,region_32,2020-11,1503.06,196.81999999999994,0.1506767515923566,1306.24
651,region_32,2020-12,1225.69,-277.3699999999999,-0.18453687810200514,1503.06
652,region_32,2021-01,788.18,-437.5100000000001,-0.3569499628780525,1225.69
653,region_32,2021-02,488.33,-299.84999999999997,-0.38043340353726307,788.18
654,region_32,2021-03,626.41,138.07999999999998,0.2827596092806095,488.33
655,region_32,2021-04,244.52,-381.89,-0.6096486326846633,626.41
656,region_32,2021-05,471.43,226.91,0.9279813512187141,244.52
657,region_32,2021-06,841.13,369.7,0.7842097448189551,471.43
658,region_32,2021-07,1525.38,684.2500000000001,0.8134889969445867,841.13
659,region_32,2021-08,144.94,-1380.44,-0.904981053901323,1525.38
660,region_33,2020-01,0.0,0.0,0.0,0.0
661,region_33,2020-02,0.0,0.0,0.0,0.0
662,region_33,2020-03,0.0,0.0,0.0,0.0
663,region_33,2020-04,0.0,0.0,0.0,0.0
664,region_33,2020-05,0.0,0.0,0.0,0.0
665,region_33,2020-06,0.0,0.0,0.0,0.0
666,region_33,2020-07,984.6,984.6,100.0,0.0
667,region_33,2020-08,729.71,-254.89,-0.2588767011984562,984.6
668,region_33,2020-09,1467.14,737.4300000000001,1.0105795452988175,729.71
669,region_33,2020-10,1419.27,-47.87000000000012,-0.03262810638384894,1467.14
670,region_33,2020-11,1403.04,-16.230000000000018,-0.011435456255680765,1419.27
671,region_33,2020-12,1047.71,-355.3299999999999,-0.25325721290911163,1403.04
672,region_33,2021-01,1414.09,366.3799999999999,0.3496960036651362,1047.71
673,region_33,2021-02,1884.58,470.49,0.3327157394508129,1414.09
674,region_33,2021-03,1411.1,-473.48,-0.25123900285474754,1884.58
675,region_33,2021-04,1255.99,-155.1099999999999,-0.10992133796329095,1411.1
676,region_33,2021-05,1012.89,-243.10000000000002,-0.1935524964370735,1255.99
677,region_33,2021-06,1804.16,791.2700000000001,0.7812003277749806,1012.89
678,region_33,2021-07,1783.15,-21.00999999999999,-0.011645308620078065,1804.16
679,region_33,2021-08,1440.23,-342.9200000000001,-0.1923113591116844,1783.15
680,region_34,2020-01,0.0,0.0,0.0,0.0
681,region_34,2020-02,0.0,0.0,0.0,0.0
682,region_34,2020-03,0.0,0.0,0.0,0.0
683,region_34,2020-04,0.0,0.0,0.0,0.0
684,region_34,2020-05,0.0,0.0,0.0,0.0
685,region_34,2020-06,0.0,0.0,0.0,0.0
686,region_34,2020-07,105.52,105.52,100.0,0.0
687,region_34,2020-08,28.13,-77.39,-0.73341546626232,105.52
688,region_34,2020-09,223.69,195.56,6.952008531816566,28.13
689,region_34,2020-10,249.94,26.25,0.11734990388484068,223.69
690,region_34,2020-11,63.45,-186.49,-0.7461390733776105,249.94
691,region_34,2020-12,263.21,199.76,3.148305752561071,63.45
692,region_34,2021-01,400.92,137.71000000000004,0.5231944075073138,263.21
693,region_34,2021-02,174.52,-226.4,-0.5647011872692806,400.92
694,region_34,2021-03,77.56,-96.96000000000001,-0.5555810222324089,174.52
695,region_34,2021-04,211.06,133.5,1.721248066013409,77.56
696,region_34,2021-05,133.5,-77.56,-0.36747844214915193,211.06
697,region_34,2021-06,0.0,-133.5,-1.0,133.5
698,region_34,2021-07,129.94,129.94,100.0,0.0
699,region_34,2021-08,445.6,315.66,2.429275050023088,129.94
700,region_35,2020-01,0.0,0.0,0.0,0.0
701,region_35,2020-02,0.0,0.0,0.0,0.0
702,region_35,2020-03,0.0,0.0,0.0,0.0
703,region_35,2020-04,0.0,0.0,0.0,0.0
704,region_35,2020-05,0.0,0.0,0.0,0.0
705,region_35,2020-06,0.0,0.0,0.0,0.0
706,region_35,2020-07,160.38,160.38,100.0,0.0
707,region_35,2020-08,429.73,269.35,1.6794488090784387,160.38
708,region_35,2020-09,1090.36,660.6299999999999,1.537314127475391,429.73
709,region_35,2020-10,671.61,-418.7499999999999,-0.38404747056018185,1090.36
710,region_35,2020-11,1027.34,355.7299999999999,0.5296675153735053,671.61
711,region_35,2020-12,1740.46,713.1200000000001,0.6941421535226899,1027.34
712,region_35,2021-01,2075.95,335.4899999999998,0.19275938544982352,1740.46
713,region_35,2021-02,2083.72,7.769999999999982,0.0037428647125412606,2075.95
714,region_35,2021-03,1281.72,-801.9999999999998,-0.38488856468239485,2083.72
715,region_35,2021-04,2555.64,1273.9199999999998,0.9939144274880627,1281.72
716,region_35,2021-05,1650.56,-905.0799999999999,-0.35415003678139334,2555.64
717,region_35,2021-06,2047.67,397.1100000000001,0.2405910721209772,1650.56
718,region_35,2021-07,1361.81,-685.8600000000001,-0.3349465490044783,2047.67
719,region_35,2021-08,2426.56,1064.75,0.7818638429736895,1361.81
720,region_36,2020-01,0.0,0.0,0.0,0.0
721,region_36,2020-02,0.0,0.0,0.0,0.0
722,region_36,2020-03,0.0,0.0,0.0,0.0
723,region_36,2020-04,0.0,0.0,0.0,0.0
724,region_36,2020-05,0.0,0.0,0.0,0.0
725,region_36,2020-06,0.0,0.0,0.0,0.0
726,region_36,2020-07,0.0,0.0,0.0,0.0
727,region_36,2020-08,47.04,47.04,100.0,0.0
728,region_36,2020-09,104.11,57.07,1.2132227891156462,47.04
729,region_36,2020-10,0.0,-104.11,-1.0,104.11
730,region_36,2020-11,0.0,0.0,0.0,0.0
731,region_36,2020-12,45.09,45.09,100.0,0.0
732,region_36,2021-01,233.46,188.37,4.177644710578842,45.09
733,region_36,2021-02,26.19,-207.27,-0.8878180416345413,233.46
734,region_36,2021-03,26.19,0.0,0.0,26.19
735,region_36,2021-04,181.3,155.11,5.922489499809087,26.19
736,region_36,2021-05,226.91,45.609999999999985,0.25157198014340865,181.3
737,region_36,2021-06,203.29,-23.620000000000005,-0.10409413423824421,226.91
738,region_36,2021-07,232.95,29.659999999999997,0.1458999458901078,203.29
739,region_36,2021-08,100.53,-132.42,-0.5684481648422408,232.95
740,region_37,2020-01,0.0,0.0,0.0,0.0
741,region_37,2020-02,0.0,0.0,0.0,0.0
742,region_37,2020-03,0.0,0.0,0.0,0.0
743,region_37,2020-04,0.0,0.0,0.0,0.0
744,region_37,2020-05,0.0,0.0,0.0,0.0
745,region_37,2020-06,0.0,0.0,0.0,0.0
746,region_37,2020-07,0.0,0.0,0.0,0.0
747,region_37,2020-08,266.28,266.28,100.0,0.0
748,region_37,2020-09,139.29,-126.98999999999998,-0.4769040108156827,266.28
749,region_37,2020-10,366.34,227.04999999999998,1.6300524086438366,139.29
750,region_37,2020-11,612.54,246.2,0.6720532838346891,366.34
751,region_37,2020-12,96.97,-515.5699999999999,-0.8416919711365788,612.54
752,region_37,2021-01,0.0,-96.97,-1.0,96.97
753,region_37,2021-02,978.5,978.5,100.0,0.0
754,region_37,2021-03,966.37,-12.129999999999995,-0.012396525293817073,978.5
755,region_37,2021-04,653.14,-313.23,-0.3241305090182849,966.37
756,region_37,2021-05,642.53,-10.610000000000014,-0.016244602994763824,653.14
757,region_37,2021-06,438.25,-204.27999999999997,-0.31793068027952,642.53
758,region_37,2021-07,624.37,186.12,0.4246891043924701,438.25
759,region_37,2021-08,1177.12,552.7499999999999,0.8852923747137111,624.37
760,region_38,2020-01,0.0,0.0,0.0,0.0
761,region_38,2020-02,0.0,0.0,0.0,0.0
762,region_38,2020-03,0.0,0.0,0.0,0.0
763,region_38,2020-04,0.0,0.0,0.0,0.0
764,region_38,2020-05,0.0,0.0,0.0,0.0
765,region_38,2020-06,0.0,0.0,0.0,0.0
766,region_38,2020-07,118.9,118.9,100.0,0.0
767,region_38,2020-08,357.83,238.92999999999998,2.009503784693019,118.9
768,region_38,2020-09,323.03,-34.80000000000001,-0.09725288544839727,357.83
769,region_38,2020-10,947.55,624.52,1.9333188867907007,323.03
770,region_38,2020-11,942.68,-4.8700000000000045,-0.005139570471215271,947.55
771,region_38,2020-12,122.93,-819.75,-0.8695951966733144,942.68
772,region_38,2021-01,284.82,161.89,1.3169283331977546,122.93
773,region_38,2021-02,711.28,426.46,1.4972965381644547,284.82
774,region_38,2021-03,613.77,-97.50999999999999,-0.13709087841637613,711.28
775,region_38,2021-04,447.56,-166.20999999999998,-0.27080176613389373,613.77
776,region_38,2021-05,647.75,200.19,0.4472919831977835,447.56
777,region_38,2021-06,1142.53,494.78,0.7638440756464686,647.75
778,region_38,2021-07,1029.95,-112.57999999999993,-0.0985357058457983,1142.53
779,region_38,2021-08,760.82,-269.13,-0.26130394679353364,1029.95
780,region_39,2020-01,0.0,0.0,0.0,0.0
781,region_39,2020-02,0.0,0.0,0.0,0.0
782,region_39,2020-03,0.0,0.0,0.0,0.0
783,region_39,2020-04,0.0,0.0,0.0,0.0
784,region_39,2020-05,0.0,0.0,0.0,0.0
785,region_39,2020-06,0.0,0.0,0.0,0.0
786,region_39,2020-07,152.67,152.67,100.0,0.0
787,region_39,2020-08,171.87,19.200000000000017,0.1257614462566321,152.67
788,region_39,2020-09,139.29,-32.58000000000001,-0.1895618781637285,171.87
789,region_39,2020-10,418.45,279.15999999999997,2.0041639744418123,139.29
790,region_39,2020-11,1101.93,683.48,1.6333612140040628,418.45
791,region_39,2020-12,452.79,-649.1400000000001,-0.5890936810868204,1101.93
792,region_39,2021-01,906.16,453.36999999999995,1.001280947017381,452.79
793,region_39,2021-02,912.77,6.610000000000014,0.007294517524498945,906.16
794,region_39,2021-03,838.88,-73.88999999999999,-0.08095138972577975,912.77
795,region_39,2021-04,725.08,-113.79999999999995,-0.1356570665649437,838.88
796,region_39,2021-05,1262.69,537.61,0.7414492193964803,725.08
797,region_39,2021-06,1027.63,-235.05999999999995,-0.18615812273796417,1262.69
798,region_39,2021-07,1358.15,330.52,0.321633272675963,1027.63
799,region_39,2021-08,1015.66,-342.4900000000001,-0.25217391304347836,1358.15
800,region_40,2020-01,0.0,0.0,0.0,0.0
801,region_40,2020-02,0.0,0.0,0.0,0.0
802,region_40,2020-03,0.0,0.0,0.0,0.0
803,region_40,2020-04,0.0,0.0,0.0,0.0
804,region_40,2020-05,0.0,0.0,0.0,0.0
805,region_40,2020-06,0.0,0.0,0.0,0.0
806,region_40,2020-07,48.56,48.56,100.0,0.0
807,region_40,2020-08,343.0,294.44,6.063426688632619,48.56
808,region_40,2020-09,839.38,496.38,1.4471720116618076,343.0
809,region_40,2020-10,275.99,-563.39,-0.6711977888441469,839.38
810,region_40,2020-11,427.16,151.17000000000002,0.547737236856408,275.99
811,region_40,2020-12,648.16,220.99999999999994,0.5173705403127633,427.16
812,region_40,2021-01,873.87,225.71000000000004,0.34823191804492715,648.16
813,region_40,2021-02,1065.9,192.0300000000001,0.2197466442377014,873.87
814,region_40,2021-03,887.17,-178.73000000000013,-0.1676798949244771,1065.9
815,region_40,2021-04,1198.13,310.96000000000015,0.350507794447513,887.17
816,region_40,2021-05,1442.52,244.38999999999987,0.2039761962391391,1198.13
817,region_40,2021-06,155.39,-1287.13,-0.8922787898954607,1442.52
818,region_40,2021-07,2236.86,2081.4700000000003,13.395134822060625,155.39
819,region_40,2021-08,719.57,-1517.29,-0.6783124558532944,2236.86
820,region_41,2020-01,0.0,0.0,0.0,0.0
821,region_41,2020-02,0.0,0.0,0.0,0.0
822,region_41,2020-03,0.0,0.0,0.0,0.0
823,region_41,2020-04,0.0,0.0,0.0,0.0
824,region_41,2020-05,0.0,0.0,0.0,0.0
825,region_41,2020-06,0.0,0.0,0.0,0.0
826,region_41,2020-07,484.22,484.22,100.0,0.0
827,region_41,2020-08,56.27,-427.95000000000005,-0.88379249101648,484.22
828,region_41,2020-09,570.12,513.85,9.131864226052958,56.27
829,region_41,2020-10,262.64,-307.48,-0.5393250543745176,570.12
830,region_41,2020-11,565.16,302.52,1.1518428266829122,262.64
831,region_41,2020-12,446.29,-118.86999999999995,-0.2103298181046075,565.16
832,region_41,2021-01,547.05,100.75999999999993,0.22577247977772275,446.29
833,region_41,2021-02,499.96,-47.089999999999975,-0.08607988300886571,547.05
834,region_41,2021-03,226.68,-273.28,-0.5466037282982639,499.96
835,region_41,2021-04,776.03,549.3499999999999,2.4234603846832536,226.68
836,region_41,2021-05,361.45,-414.58,-0.5342319240235558,776.03
837,region_41,2021-06,289.41,-72.03999999999996,-0.1993083414026835,361.45
838,region_41,2021-07,749.56,460.1499999999999,1.5899588818631005,289.41
839,region_41,2021-08,231.74,-517.8199999999999,-0.6908319547467847,749.56
840,region_42,2020-01,0.0,0.0,0.0,0.0
841,region_42,2020-02,0.0,0.0,0.0,0.0
842,region_42,2020-03,0.0,0.0,0.0,0.0
843,region_42,2020-04,0.0,0.0,0.0,0.0
844,region_42,2020-05,0.0,0.0,0.0,0.0
845,region_42,2020-06,0.0,0.0,0.0,0.0
846,region_42,2020-07,63.31,63.31,100.0,0.0
847,region_42,2020-08,48.56,-14.75,-0.23298057178960674,63.31
848,region_42,2020-09,2197.9,2149.34,44.26153212520593,48.56
849,region_42,2020-10,1803.39,-394.51,-0.17949406251421807,2197.9
850,region_42,2020-11,2260.4,457.01,0.2534171754307166,1803.39
851,region_42,2020-12,2675.35,414.9499999999998,0.1835737037692442,2260.4
852,region_42,2021-01,2849.66,174.30999999999995,0.06515409198796407,2675.35
853,region_42,2021-02,2385.32,-464.3399999999997,-0.16294575493216723,2849.66
854,region_42,2021-03,3376.47,991.1499999999996,0.41552076870189314,2385.32
855,region_42,2021-04,3908.79,532.3200000000002,0.157655776595083,3376.47
856,region_42,2021-05,2483.33,-1425.46,-0.36468063006710516,3908.79
857,region_42,2021-06,4036.97,1553.6399999999999,0.6256276854062892,2483.33
858,region_42,2021-07,4670.7,633.73,0.15698159758432695,4036.97
