,region,month,delta_nr_contacts_1,delta_hcp_contacted_1,delta_mails_opened_1,delta_mails_clicked_1,delta_nr_contacts_2,delta_hcp_contacted_2,delta_mails_opened_2,delta_mails_clicked_2
1012,region_50,2021-01,3.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0
1013,region_50,2021-02,-2.0,0.0,-2.0,-2.0,0.0,0.0,0.0,0.0
1014,region_50,2021-03,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
1015,region_50,2021-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1016,region_50,2021-05,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1017,region_50,2021-06,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
1018,region_50,2021-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1019,region_50,2021-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1020,region_51,2020-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1021,region_51,2020-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1022,region_51,2020-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1023,region_51,2020-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1024,region_51,2020-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1025,region_51,2020-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1026,region_51,2020-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1027,region_51,2020-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1028,region_51,2020-09,3.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0
1029,region_51,2020-10,-3.0,-1.0,-3.0,-3.0,0.0,0.0,0.0,0.0
1030,region_51,2020-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1031,region_51,2020-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1032,region_51,2021-01,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0
1033,region_51,2021-02,-4.0,-4.0,-4.0,-4.0,-1.0,-1.0,-1.0,-1.0
1034,region_51,2021-03,9.0,6.0,9.0,9.0,1.0,1.0,1.0,1.0
1035,region_51,2021-04,-6.0,-3.0,-6.0,-6.0,1.0,0.0,1.0,1.0
1036,region_51,2021-05,-3.0,-3.0,-3.0,-3.0,-1.0,0.0,-1.0,-1.0
1037,region_51,2021-06,16.0,6.0,16.0,16.0,-1.0,-1.0,-1.0,-1.0
1038,region_51,2021-07,-16.0,-6.0,-16.0,-16.0,1.0,1.0,1.0,1.0
1039,region_51,2021-08,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0
1040,region_52,2020-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1041,region_52,2020-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1042,region_52,2020-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1043,region_52,2020-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1044,region_52,2020-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1045,region_52,2020-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1046,region_52,2020-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1047,region_52,2020-08,27.0,12.0,27.0,27.0,37.0,22.0,37.0,37.0
1048,region_52,2020-09,-26.0,-11.0,-26.0,-26.0,-21.0,-6.0,-21.0,-21.0
1049,region_52,2020-10,-1.0,-1.0,-1.0,-1.0,-16.0,-16.0,-16.0,-16.0
1050,region_52,2020-11,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0
1051,region_52,2020-12,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0
1052,region_52,2021-01,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0
1053,region_52,2021-02,1.0,1.0,1.0,1.0,20.0,20.0,20.0,20.0
1054,region_52,2021-03,-2.0,-2.0,-2.0,-2.0,-20.0,-20.0,-20.0,-20.0
1055,region_52,2021-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1056,region_52,2021-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1057,region_52,2021-06,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
1058,region_52,2021-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1059,region_52,2021-08,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1060,region_53,2020-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1061,region_53,2020-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1062,region_53,2020-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1063,region_53,2020-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1064,region_53,2020-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1065,region_53,2020-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1066,region_53,2020-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1067,region_53,2020-08,2.0,2.0,2.0,2.0,5.0,3.0,5.0,5.0
1068,region_53,2020-09,-2.0,-2.0,-2.0,-2.0,-5.0,-3.0,-5.0,-5.0
1069,region_53,2020-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1070,region_53,2020-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1071,region_53,2020-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1072,region_53,2021-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1073,region_53,2021-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1074,region_53,2021-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1075,region_53,2021-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1076,region_53,2021-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1077,region_53,2021-06,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0
1078,region_53,2021-07,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0
1079,region_53,2021-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1080,region_54,2020-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1081,region_54,2020-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1082,region_54,2020-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1083,region_54,2020-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1084,region_54,2020-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1085,region_54,2020-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1086,region_54,2020-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1087,region_54,2020-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1088,region_54,2020-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1089,region_54,2020-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1090,region_54,2020-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1091,region_54,2020-12,5.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0
1092,region_54,2021-01,-5.0,-4.0,-5.0,-5.0,1.0,1.0,1.0,1.0
1093,region_54,2021-02,6.0,6.0,6.0,6.0,-1.0,-1.0,-1.0,-1.0
1094,region_54,2021-03,0.0,-2.0,0.0,0.0,1.0,1.0,1.0,1.0
1095,region_54,2021-04,4.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0
1096,region_54,2021-05,-2.0,-1.0,-2.0,-2.0,6.0,6.0,6.0,6.0
1097,region_54,2021-06,-1.0,-1.0,-1.0,-1.0,-6.0,-6.0,-6.0,-6.0
1098,region_54,2021-07,-2.0,1.0,-2.0,-2.0,0.0,0.0,0.0,0.0
1099,region_54,2021-08,-5.0,-5.0,-5.0,-5.0,-1.0,-1.0,-1.0,-1.0
1100,region_55,2020-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1101,region_55,2020-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1102,region_55,2020-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1103,region_55,2020-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1104,region_55,2020-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1105,region_55,2020-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1106,region_55,2020-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1107,region_55,2020-08,9.0,3.0,9.0,9.0,0.0,0.0,0.0,0.0
1108,region_55,2020-09,-7.0,-2.0,-7.0,-7.0,2.0,2.0,2.0,2.0
1109,region_55,2020-10,-2.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
1110,region_55,2020-11,11.0,5.0,11.0,11.0,2.0,1.0,2.0,2.0
1111,region_55,2020-12,-6.0,0.0,-6.0,-6.0,0.0,1.0,0.0,0.0
1112,region_55,2021-01,-4.0,-4.0,-4.0,-4.0,-1.0,-1.0,-1.0,-1.0
1113,region_55,2021-02,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0
1114,region_55,2021-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1115,region_55,2021-04,6.0,4.0,6.0,6.0,1.0,1.0,1.0,1.0
1116,region_55,2021-05,-7.0,-5.0,-7.0,-7.0,-1.0,-1.0,-1.0,-1.0
1117,region_55,2021-06,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0
1118,region_55,2021-07,4.0,0.0,4.0,4.0,1.0,0.0,1.0,1.0
1119,region_55,2021-08,-2.0,2.0,-2.0,-2.0,1.0,2.0,1.0,1.0
1120,region_56,2020-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1121,region_56,2020-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1122,region_56,2020-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1123,region_56,2020-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1124,region_56,2020-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1125,region_56,2020-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1126,region_56,2020-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1127,region_56,2020-08,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1128,region_56,2020-09,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0
1129,region_56,2020-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1130,region_56,2020-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1131,region_56,2020-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1132,region_56,2021-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1133,region_56,2021-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1134,region_56,2021-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1135,region_56,2021-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1136,region_56,2021-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1137,region_56,2021-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1138,region_56,2021-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1139,region_56,2021-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1140,region_57,2020-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1141,region_57,2020-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1142,region_57,2020-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1143,region_57,2020-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1144,region_57,2020-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1145,region_57,2020-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1146,region_57,2020-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1147,region_57,2020-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1148,region_57,2020-09,0.0,0.0,0.0,0.0,12.0,11.0,12.0,12.0
1149,region_57,2020-10,0.0,0.0,0.0,0.0,-12.0,-11.0,-12.0,-12.0
1150,region_57,2020-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1151,region_57,2020-12,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1152,region_57,2021-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1153,region_57,2021-02,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0
1154,region_57,2021-03,4.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0
1155,region_57,2021-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1156,region_57,2021-05,-1.0,0.0,-1.0,-1.0,12.0,12.0,12.0,12.0
1157,region_57,2021-06,7.0,0.0,7.0,7.0,-12.0,-12.0,-12.0,-12.0
1158,region_57,2021-07,-10.0,-1.0,-10.0,-10.0,0.0,0.0,0.0,0.0
1159,region_57,2021-08,-3.0,-3.0,-3.0,-3.0,0.0,0.0,0.0,0.0
1160,region_58,2020-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161,region_58,2020-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1162,region_58,2020-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1163,region_58,2020-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1164,region_58,2020-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1165,region_58,2020-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1166,region_58,2020-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1167,region_58,2020-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1168,region_58,2020-09,0.0,0.0,0.0,0.0,3.0,1.0,3.0,3.0
1169,region_58,2020-10,0.0,0.0,0.0,0.0,-1.0,1.0,-1.0,-1.0
1170,region_58,2020-11,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0
1171,region_58,2020-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1172,region_58,2021-01,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1173,region_58,2021-02,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
1174,region_58,2021-03,0.0,0.0,0.0,0.0,-2.0,-1.0,-2.0,-2.0
1175,region_58,2021-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1176,region_58,2021-05,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0
1177,region_58,2021-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1178,region_58,2021-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1179,region_58,2021-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1180,region_59,2020-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1181,region_59,2020-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1182,region_59,2020-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1183,region_59,2020-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1184,region_59,2020-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1185,region_59,2020-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1186,region_59,2020-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1187,region_59,2020-08,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0
1188,region_59,2020-09,-3.0,-3.0,-3.0,-3.0,0.0,0.0,0.0,0.0
1189,region_59,2020-10,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0
1190,region_59,2020-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1191,region_59,2020-12,-5.0,-5.0,-5.0,-5.0,0.0,0.0,0.0,0.0
1192,region_59,2021-01,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0
1193,region_59,2021-02,-5.0,-5.0,-5.0,-5.0,0.0,0.0,0.0,0.0
1194,region_59,2021-03,10.0,5.0,10.0,10.0,0.0,0.0,0.0,0.0
1195,region_59,2021-04,-5.0,0.0,-5.0,-5.0,0.0,0.0,0.0,0.0
1196,region_59,2021-05,3.0,0.0,3.0,3.0,1.0,1.0,1.0,1.0
1197,region_59,2021-06,-8.0,-5.0,-8.0,-8.0,-1.0,-1.0,-1.0,-1.0
1198,region_59,2021-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1199,region_59,2021-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1200,region_60,2020-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1201,region_60,2020-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1202,region_60,2020-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1203,region_60,2020-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1204,region_60,2020-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1205,region_60,2020-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1206,region_60,2020-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1207,region_60,2020-08,4.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0
1208,region_60,2020-09,-4.0,-1.0,-4.0,-4.0,0.0,0.0,0.0,0.0
1209,region_60,2020-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1210,region_60,2020-11,6.0,3.0,6.0,6.0,0.0,0.0,0.0,0.0
1211,region_60,2020-12,-4.0,-1.0,-4.0,-4.0,0.0,0.0,0.0,0.0
1212,region_60,2021-01,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
1213,region_60,2021-02,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1214,region_60,2021-03,-2.0,-1.0,-2.0,-2.0,0.0,0.0,0.0,0.0
1215,region_60,2021-04,4.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0
1216,region_60,2021-05,-4.0,-2.0,-4.0,-4.0,0.0,0.0,0.0,0.0
1217,region_60,2021-06,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0
1218,region_60,2021-07,-2.0,-1.0,-2.0,-2.0,0.0,0.0,0.0,0.0
1219,region_60,2021-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1220,region_61,2020-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1221,region_61,2020-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1222,region_61,2020-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1223,region_61,2020-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1224,region_61,2020-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1225,region_61,2020-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1226,region_61,2020-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1227,region_61,2020-08,12.0,9.0,12.0,12.0,0.0,0.0,0.0,0.0
1228,region_61,2020-09,-12.0,-9.0,-12.0,-12.0,0.0,0.0,0.0,0.0
1229,region_61,2020-10,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1230,region_61,2020-11,8.0,4.0,8.0,8.0,0.0,0.0,0.0,0.0
1231,region_61,2020-12,-6.0,-2.0,-6.0,-6.0,0.0,0.0,0.0,0.0
1232,region_61,2021-01,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
1233,region_61,2021-02,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
1234,region_61,2021-03,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
1235,region_61,2021-04,4.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0
1236,region_61,2021-05,-8.0,-5.0,-8.0,-8.0,0.0,0.0,0.0,0.0
1237,region_61,2021-06,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1238,region_61,2021-07,-2.0,-1.0,-2.0,-2.0,0.0,0.0,0.0,0.0
1239,region_61,2021-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1240,region_62,2020-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1241,region_62,2020-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1242,region_62,2020-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1243,region_62,2020-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1244,region_62,2020-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1245,region_62,2020-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1246,region_62,2020-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1247,region_62,2020-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1248,region_62,2020-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1249,region_62,2020-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1250,region_62,2020-11,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
1251,region_62,2020-12,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
1252,region_62,2021-01,6.0,1.0,6.0,6.0,-2.0,-3.0,-2.0,-2.0
1253,region_62,2021-02,-10.0,-5.0,-10.0,-10.0,-2.0,-1.0,-2.0,-2.0
1254,region_62,2021-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1255,region_62,2021-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1256,region_62,2021-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1257,region_62,2021-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1258,region_62,2021-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1259,region_62,2021-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1260,region_63,2020-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1261,region_63,2020-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1262,region_63,2020-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1263,region_63,2020-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1264,region_63,2020-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1265,region_63,2020-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1266,region_63,2020-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1267,region_63,2020-08,20.0,15.0,20.0,20.0,0.0,0.0,0.0,0.0
1268,region_63,2020-09,-16.0,-13.0,-16.0,-16.0,0.0,0.0,0.0,0.0
1269,region_63,2020-10,-4.0,-2.0,-4.0,-4.0,0.0,0.0,0.0,0.0
1270,region_63,2020-11,26.0,12.0,26.0,26.0,0.0,0.0,0.0,0.0
1271,region_63,2020-12,-15.0,-1.0,-15.0,-15.0,0.0,0.0,0.0,0.0
1272,region_63,2021-01,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
1273,region_63,2021-02,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0
1274,region_63,2021-03,-15.0,-5.0,-15.0,-15.0,0.0,0.0,0.0,0.0
1275,region_63,2021-04,15.0,8.0,15.0,15.0,0.0,0.0,0.0,0.0
1276,region_63,2021-05,-20.0,-13.0,-20.0,-20.0,0.0,0.0,0.0,0.0
1277,region_63,2021-06,8.0,4.0,8.0,8.0,0.0,0.0,0.0,0.0
1278,region_63,2021-07,-8.0,-4.0,-8.0,-8.0,0.0,0.0,0.0,0.0
1279,region_63,2021-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1280,region_64,2020-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1281,region_64,2020-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1282,region_64,2020-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1283,region_64,2020-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1284,region_64,2020-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1285,region_64,2020-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1286,region_64,2020-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1287,region_64,2020-08,9.0,3.0,9.0,9.0,3.0,1.0,3.0,3.0
1288,region_64,2020-09,-4.0,0.0,-4.0,-4.0,1.0,2.0,1.0,1.0
1289,region_64,2020-10,-5.0,-3.0,-5.0,-5.0,-4.0,-3.0,-4.0,-4.0
1290,region_64,2020-11,23.0,9.0,23.0,23.0,3.0,2.0,3.0,3.0
1291,region_64,2020-12,-14.0,0.0,-14.0,-14.0,-3.0,-2.0,-3.0,-3.0
1292,region_64,2021-01,-8.0,-8.0,-8.0,-8.0,1.0,1.0,1.0,1.0
1293,region_64,2021-02,4.0,4.0,4.0,4.0,-1.0,-1.0,-1.0,-1.0
1294,region_64,2021-03,-4.0,-4.0,-4.0,-4.0,0.0,0.0,0.0,0.0
1295,region_64,2021-04,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
1296,region_64,2021-05,-2.0,-2.0,-2.0,-2.0,2.0,2.0,2.0,2.0
1297,region_64,2021-06,4.0,4.0,4.0,4.0,-4.0,-4.0,-4.0,-4.0
1298,region_64,2021-07,-3.0,-4.0,-3.0,-3.0,0.0,0.0,0.0,0.0
1299,region_64,2021-08,13.0,8.0,13.0,13.0,3.0,3.0,3.0,3.0
1300,region_65,2020-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1301,region_65,2020-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1302,region_65,2020-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1303,region_65,2020-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1304,region_65,2020-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1305,region_65,2020-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1306,region_65,2020-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1307,region_65,2020-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1308,region_65,2020-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1309,region_65,2020-10,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0
1310,region_65,2020-11,0.0,0.0,0.0,0.0,-2.0,-1.0,-2.0,-2.0
1311,region_65,2020-12,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1312,region_65,2021-01,3.0,2.0,3.0,3.0,-1.0,-1.0,-1.0,-1.0
1313,region_65,2021-02,-3.0,-2.0,-3.0,-3.0,0.0,0.0,0.0,0.0
1314,region_65,2021-03,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0
1315,region_65,2021-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1316,region_65,2021-05,0.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0
1317,region_65,2021-06,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0
1318,region_65,2021-07,0.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0
